Waterway_code,Waterway_Name
4392,"BODEGA BAY, CA"
4394,"NOYO RIVER, CA"
4396,"SANTA CRUZ HARBOR, CA"
4398,"ALVISO SLOUGH, CA"
4399,OTHER SAN FRANCISCO DISTRICT COASTAL PORTS
4400,"HILO HARBOR, HAWAII IS., HI"
4401,PACIFIC OCEAN-OFF PAC OCEAN DIVISION COAST
4402,"PAAUHAU, HAWAII IS., HI"
4403,"HONOKAA, HAWAII IS., HI"
4404,"KUKUIHAELE, HAWAII IS., HI"
4405,"KAWAIHAE HARBOR, HAWAII IS., HI"
4406,"AWAELE HARBOR, HAWAII IS., HI"
4407,"MAHUKONA, HAWAII IS., HI"
4408,"PUAKO BAY, HAWAII IS., HI"
4409,"KAILUA BAY, HAWAII IS., HI"
4410,"KAHULUI HARBOR, MAUI, HI"
4411,"KEAUHOU BAY, HAWAII IS., HI"
4413,"KEALAKEKUA BAY, HAWAII IS., HI"
4414,"HONAUNAU, HAWAII IS., HI"
4415,"KAUNAKAKAI HARBOR, MOLOKAI, HI"
4416,"HOOKENA, HAWAII IS., HI"
4417,"HOOPULOA BAY, HAWAII IS., HI"
4418,"HONUAPO, HAWAII IS., HI"
4419,"PUNALUU HARBOR, HAWAII IS., HI"
4420,"HONOLULU HARBOR, OAHU, HI"
4425,"PORT ALLEN HARBOR, KAUAI, HI"
4426,"ISLAND OF KAUAI OTHER PORTS WAIMEA KAUAI, HI"
4427,"MAKAWELI KAUAI, HI"
4428,"AHUKINI KAUAI, HI"
4430,"NAWILIWILI HARBOR, KAUAI, HI"
4435,"WAKE ISLAND HARBOR, WAKE ISLAND"
4436,"JOHNSTON IS., HI"
4437,"PALMYRA IS., HI"
4438,"CANTON IS., PHOENIX GROUP, HI"
4439,"CAMP PENDLETON HARBOR, CA - COMMERCE"
4440,"WELLS HARBOR, MIDWAY ISLAND"
4441,MIDWAY ISLAND
4442,"ANAHEIM BAY HARBOR, CA - NO COMMERCE"
4443,"ALAMITOS BAY, CA"
4444,"MANDALAY BEACH, CA"
4445,"KEWALO BASIN, HONOLULU, OAHU, HI"
4446,"BARBERS POINT, HI DEEP DRAFT (FOREIGN & PIPELINE)"
4447,"ISLAND OF OAHU, HI OTHER PORTS"
4448,"WAIALUA OAHU, HI"
4449,"WAIANAE OAHU, HI"
4450,"PEARL HARBOR, OAHU, HI"
4451,"SAN CLEMENTE HARBOR, CA"
4453,"KAUMALAPAU LANAI, HI"
4454,"MANELE BAY SMALL BOAT HARBOR, LANAI"
4455,"BARBERS POINT CHANNEL, OAHU, HI"
4456,"BARBERS POINT, HI DEEP DRAFT (FOREIGN & OAHU)"
4457,"BARBERS POINT HARBOR, OAHU, HI"
4458,"BARBERS POINT, HI (NET TABLE)"
4460,"KALAUPAPA HARBOR, MOLOKAI, HI"
4461,"HALEOLONO, MOLOKAI, HI"
4462,"KOLO HARBOR, MOLOKAI, HI"
4463,"ISLAND OF MOLOKAI OTHER PORTS PALAAU MOLOKAI, HI"
4464,KAMALO HARBOR MOLOKAI
4465,"HALEPALAOA LANAI, HI"
4466,"KAANAPALI, MAUI, HI"
4467,"MALA MAUI ANCHORAGE FOR EXPLOSIVES, HI"
4468,"LAHAINA, MAUI, HI"
4469,"OLOWALU, MAUI, HI"
4470,"HANA HARBOR, MAUI, HI"
4471,"MAALAEA, MAUI, HI"
4472,"KIHEI, MAUI, HI"
4473,"KAHOOLAWE, HI"
4475,"KAILUA HARBOR, OAHU, HI"
4480,"APRA HARBOR, GUAM ISLAND, GU"
4481,"INTERNATIONAL BOUNDARY LINE TO SAN MATEO POINT, CA"
4482,"SAN MATEO POINT TO LONG BEACH, CA"
4483,"POINT FERMIN TO POINT DUME REDONDO BEACH, MALIBU BEACH, POINT VICENTE, CA"
4484,"POINT DUME TO POINT CONCEPTION, CA"
4485,PACIFIC ISLANDS UNDER U.S. TRUST
4486,"PAGO PAGO HARBOR, AMERICAN SAMOA ISLAND, AS"
4487,"POINT CONCEPTION TO POINT PIEDRAS BLANCAS, CA"
4488,"SAN CLEMENTE ISLAND, CA"
4489,NONOPAPA NIIHAU
4490,"SANTA BARBARA ISLAND, CA"
4491,KII LANDING NIIHAU
4492,"SANTA CRUZ ISLAND, CA"
4493,"SANTA ROSA ISLAND, CA"
4494,"SAN MIGUEL ISLAND, CA"
4495,HAWAIIAN OUTER ISLANDS
4496,"SAN NICHOLAS ISLAND, CA"
4497,"ANACAPA ISLAND, CA"
4499,"OTHER HAWAIIAN ISLANDS AREA PORTS, HAWAII (NET)"
4520,"SNAKE RIVER, OR, WA AND ID"
4525,"CLEARWATER RIVER, ID"
4529,"FLAXMAN ISLAND, AK"
4530,"OOLIKTOK, AK"
4531,"ICY CAPE, AK"
4532,"PEARD BAY, AK"
4545,"DAHL CREEK, AK"
4546,"PORT CLARENCE, AK"
4549,"CAPE ROMANZOF, AK"
4560,"ST MATTHEW ISLAND, AK"
4580,"SANAK ISLANDS, AK"
4581,"DEER ISLAND, AK"
4589,"CHIRIKOF ISLAND, AK"
4590,"SHELIKOF STRAIT, AK"
4595,"CAPE YAKATAGA, AK"
4596,"NUKA BAY, AK"
4598,"AIALIK BAY, AK"
4599,"RESURRECTION BAY, AK"
4600,"COLUMBIA RIVER ENTRANCE, OR AND WA"
4601,"CANNON BEACH, OR"
4602,"GEARHORT/SEASICLE, OR"
4603,"NETORTS BAY, OR"
4604,"PACIFIC CITY, OR"
4605,"WALDPORT, OR"
4606,"SKIPANON CHANNEL, OR"
4607,PACIFIC OCEAN-OFF PORTLAND DIST COAST
4608,"YOUNGS BAY AND YOUNGS RIVER, OR"
4610,"PORT OF ASTORIA, OR"
4612,"PORTS OTHER THAN PORTLAND, ASTORIA, ST. HELENS, LONGVIEW, VANCOUVER AND KALAMA"
4614,"DEEP RIVER, WA"
4616,"ELOKOMIN SLOUGH, WA"
4617,"KNAPPTON, WA"
4618,"WESTPORT SLOUGH, OR"
4619,"BRADWOOD, OR"
4620,"CLATSKANIE RIVER, OR"
4621,"WAUNA, OR"
4622,"PORT OF LONGVIEW, WA"
4623,"BEAVER POINT, OR"
4624,"COWLITZ RIVER, WA"
4625,"RAINIER, OR"
4626,"PORT OF KALAMA, WA"
4627,"PRESCOTT, OR"
4628,"PORT OF ST. HELENS, OR"
4630,"MULTNOMAH CHANNEL, OR"
4632,"LEWIS RIVER, WA"
4634,"OREGON SLOUGH (NORTH PORTLAND HARBOR), OR"
4636,"PORT OF VANCOUVER, WA"
4644,"PORT OF PORTLAND, OR"
4645,"WILLAMETTE RIVER ABOVE PORTLAND AND YAMHILL RIVER, OR"
4650,"CHETCO RIVER, OR"
4652,"ROGUE RIVER, OR"
4656,"COQUILLE RIVER, OR"
4658,"COOS BAY, OR (ENTRANCE)"
4660,"COOS BAY, OR"
4661,"SOUTH SLOUGH AND JOE NEY SLOUGH, OR"
4662,"COOS AND MILLICOMA RIVERS, OR"
4663,"UMPQUA RIVER, OR (ENTRANCE)"
4664,"UMPQUA RIVER, OR"
4665,"SMITH RIVER, OR"
4666,PACIFIC AREA - COMPOSITE
4667,"CORTES BANK OR TANNER BANK, OR"
4668,"SIUSLAW RIVER, OR"
4669,"ALSEA BAY AND RIVER, OR"
4670,"YAQUINA RIVER, OR"
4672,"YAQUINA BAY AND HARBOR, OR"
4674,"TILLAMOOK BAY AND BAR, OR"
4675,OREGON COAST OTHER PORTS
4680,"COLUMBIA RIVER AT BAKERS BAY, WA"
4681,"CHINOOK CHANNEL, WA"
4682,"GRAYS RIVER, WA"
4683,"SKAMOKAWA CREEK, WA"
4684,"SKAMOKAWA (STEAMBOAT) SLOUGH, WA"
4685,"LAKE RIVER, WA"
4686,"COLUMBIA SLOUGH, OR"
4687,"DEPOE BAY, OR"
4688,"PORT ORFORD, OR"
4689,"SILETZ RIVER, OR"
4690,"FRANKPORT, OR"
4691,"NEHALEM BAY, OR"
4700,"WILLAPA RIVER AND HARBOR, AND NASELLE RIVER, WA"
4701,"BAY TON-MILES, PUGET SOUND"
4702,"GRAYS HARBOR AND CHEHALIS RIVER, WA"
4703,"PACIFIC OCEAN-OFF SEATTLE, WA DIST COAST"
4704,"HOQUIAM RIVER, WA"
4705,"SAN JUAN DE FUCA SPINE, WA"
4706,"NEAH BAY, WA"
4708,"PORT ANGELES HARBOR, WA"
4710,"PORT TOWNSEND HARBOR, WA"
4712,"WATERWAY CONNECTING PORT TOWNSEND BAY AND OAK BAY, WA"
4714,"PORT GAMBLE HARBOR, WA"
4715,"PUGET SOUND SPINE, WA"
4716,"HAMMERSLEY INLET, WA"
4717,"LAKE WASHINGTON, WA"
4718,"OLYMPIA HARBOR, WA"
4720,"TACOMA HARBOR, WA"
4721,"CHANNEL TO BREMETON, WA"
4722,"SEATTLE HARBOR, WA"
4723,"KENMORE NAVIGATION CHANNEL, WA"
4724,"LAKE WASHINGTON SHIP CANAL, WA (INCLUDED IN TRAFFIC OF SEATTLE HARBOR, WA)"
4725,"EVERETT HARBOR AND SNOHOMISH RIVER, WA"
4726,"EVERETT HARBOR, WA"
4728,"SWINOMISH CHANNEL, WA"
4729,"CAPSANTE WATERWAY, WA"
4730,"ANACORTES HARBOR, WA"
4731,"GUEMES CHANNEL, WA"
4732,"BELLINGHAM BAY AND HARBOR, WA"
4733,"ANACORTES NAVIGATION CHANNEL, WA"
4734,"FLATHEAD LAKE, MT"
4735,"ANACORTES HARBOR & NAVIGATION CHANNEL, WA"
4738,"QUILLAYUTE RIVER, WA"
4740,"STILLAGUAMISH RIVER, WA"
4741,"SKAGET BAY, WA - PORT SUSAN, WA"
4742,"SKAGIT RIVER, WA"
4743,"ROSARIO STRAIT, WA - GEORGIA STRAIT SPINE, WA"
4744,"BLAINE HARBOR, WA"
4746,"KOOTENAI RIVER, ID AND MT"
4748,"CHEHALIS RIVER ABOVE MONTESANO, GRAYS HARBOR, WA"
4749,"LAKE CROCKETT, WA"
4750,"SNOHOMISH RIVER, WA"
4751,"QUEETS, WA"
4752,"WISHKAH RIVER, WA"
4753,"QUINAULT, WA"
4754,"OTHER PUGET SOUND AREA PORTS, WA (NET)"
4755,"SPOKANE RIVER, ID AND WA"
4756,"COEUR D ALENE LAKE AND ST. JOE RIVER, ID"
4757,"HOH RIVER, WA"
4758,"PEND OREILLE RIVER, ID"
4759,"LONG BEACH, WA"
4760,"PRIEST RIVER, ID"
4761,"COPALIS, WA"
4762,"OTHER COASTAL PORTS, SEATTLE, WA DISTRICT"
4763,"CAPE FLATTERY, WA"
4764,"PADILLA BAY, WA"
4765,"PORTLAND CANAL, AK"
4766,"REVILLAGIGADO CHANNEL, AK"
4767,"BOCA DE QUADRA, AK"
4768,"BEHM CANAL, AK"
4769,"NICHOLS PASSAGE, AK"
4770,"TONGASS NARROWS, AK"
4771,"CLARENCE STRAIT, AK"
4772,"ERNEST SOUND, AK"
4773,"BRADFIELD CANAL, AK"
4774,"DRY STRAIT, AK"
4775,"BLAKE & EASTERN PASSAGE, AK"
4776,EL CAPITAN PASSAGE AK
4777,"SITKA SOUND, AK"
4779,"STIKINE STRAIT, AK"
4781,"SUMNER STRAIT, AK"
4782,"DUNCAN CANAL, AK"
4784,"FREDERICK SOUND, AK"
4785,"STEPHENS PASSAGE, AK"
4788,"CHATHAM STRAIT, AK"
4789,"PERIL STRAIT, AK"
4791,"LYNN CANAL, AK"
4793,"ICY STRAIT, AK"
4800,"KETCHIKAN HARBOR, AK"
4801,"INLAND TON-MILES, S. E. ALASKA"
4802,"WRANGELL HARBOR, AK"
4803,"ROCKY PASS IN KEKU STRAIT, AK"
4804,"WRANGELL NARROWS, AK"
4805,"KAKE HARBOR, AK"
4806,"PETERSBURG HARBOR, AK"
4807,"PERIL STRAITS AREA, AK"
4808,"SITKA HARBOR, AK"
4809,"SERGIUS AND WHITESTONE NARROWS, AK"
4810,"JUNEAU HARBOR, AK"
4811,"DOUGLAS HARBOR, AK"
4812,"SKAGWAY HARBOR, AK"
4813,"HOONAH HARBOR, AK"
4814,"CORDOVA HARBOR, AK"
4815,PACIFIC OCEAN-OFF ALASKA DIST COAST
4816,"VALDEZ HARBOR, AK"
4817,"KUSKOKWIM BAY, AK"
4818,"VALDEZ HARBOR (SMALL BOAT HARBOR), AK"
4819,"KUSKOKWIM RIVER, AK"
4820,"ANCHORAGE, AK"
4821,"KENAI, AK"
4822,"WHITTIER HARBOR, AK"
4825,"HUMBOLDT HARBOR, CA"
4828,"NAKNEK RIVER, AK"
4829,"KULUKAK, AK"
4831,"NIKISHKA, AK"
4832,"METLAKATLA HARBOR, AK"
4833,"KASILOF, AK"
4834,"CRAIG HARBOR, AK"
4835,"PORT GRAHAM, AK"
4836,"PORT ALEXANDER, AK"
4837,"TYONEK, AK"
4838,"ELFIN COVE HARBOR, AK"
4839,"TUXEDNI BAY (SNUG HARBOR), AK"
4840,"PELICAN HARBOR, AK"
4841,"NINILCHIK HARBOR, AK"
4842,"SELDOVIA HARBOR, AK"
4843,"CHENA RIVER (FAIRBANKS), AK"
4844,"HOMER, AK"
4845,"COOK INLET, AK"
4846,"DILLINGHAM HARBOR, AK"
4847,"BETHEL HARBOR, AK"
4848,OTHER SOUTHEASTERN ALASKA PORTS (NET)
4849,"DRIFT RIVER PLATFORMS, AK"
4850,"PRINCE WILLIAM SOUND AND VICINITY, AK"
4851,"SUSITNA RIVER, AK"
4852,"ALEUTIAN ISLAND PORTS, AK"
4853,"BELUGA, AK"
4854,"PRIBILOF, ST. MATTHEW, AND ST. LAWRENCE ISLANDS, AK"
4855,"TURNAGAIN ARM, AK"
4856,SOUTHERLY SIDE OF ALASKA PENINSULA (NET)
4858,NORTHERLY SIDE OF ALASKA PENINSULA
4859,"PRINCE WILLIAM SOUND, AK"
4860,"YUKON RIVER, AK"
4861,"TAIYA INLET, AK"
4862,"BERING SEA PORTS, NUNIVAK ISLAND TO DEMARCATION POINT"
4863,"TATITLEK, AK"
4864,"HAINES, AK"
4865,"PRINCE OF WALES IS. WEST SIDE, AK"
4866,BARANOF ISLAND-WEST COAST
4867,"KOYUKUK RIVER, AK"
4868,COOK INLET AK OFFSHORE PLATFORMS
4870,"BRISTOL BAY, AK"
4871,"DRY PASS, AK"
4872,"EGEGIK RIVER, AK"
4873,"GASTINEAU CHANNEL, AK"
4874,"STIKINE RIVER, AK"
4876,"IPHIGENIA BAY, AK"
4877,"KUSKOKWIM BAY, AK"
4879,"NUSHAGAK RIVER, AK"
4880,"KVICHAK RIVER, AK"
4881,"UGASHIK BAY AND RIVER, AK"
4882,"PORT HEIDEN, AK"
4883,"HASSLER HARBOR, AK"
4884,"KASAAN BAY, AK"
4885,"HYDABURG, AK"
4886,"KLAWOCK, AK"
4887,"EL CAPITAN ISLAND, AK"
4888,"NORTON SOUND, AK"
4889,"TOGIAK BAY, AK"
4890,"BLACK RIVER, AK"
4891,"TANANA RIVER, AK"
4892,"NOATAK RIVER, AK"
4893,"KOTZEBUE SOUND, AK"
4894,"BUCKLAND RIVER, AK"
4895,"KOBUK RIVER, AK"
4896,SEALWIK RIVER AK (KOTZEBUE SOUND)
4899,"AMBLER RIVER, AK"
4900,LOWER WILLAMETTE RIVER
4901,OKINAWA
4902,NORTHERN MARIANA ISLANDS
4908,"DUTCH HARBOR, UNALASKA"
4909,"ILIULIUK HARBOR, UNALASKA"
4910,ARTIC OCEAN-OFF NORTHERN ALASKA
4911,BERING SEA-OFF BERING SEA PORTS
4912,BERING SEA OFF WESTERN ALASKA
4913,PACIFIC OCEAN-OFF SOUTH WESTERN ALASKA
4914,PACIFIC OCEAN-OFF UPPER SOUTHEAST ALASKA
4915,PACIFIC OCEAN-OFF LOWER SOUTHEAST ALASKA
4917,"HOOD CANAL, WA"
4918,"SOOKE, BRITISH COLUMBIA"
4919,"TEXADA, BRITISH COLUMBIA"
4920,"JERVIS INLET, BRITISH COLUMBIA"
4921,VICTORIA B C
4922,SANDPIPER ISLAND (COAST)
4923,AGATTU ISLAND
4924,ALERT BAY B.C.
4925,GULF OF ALASKA OTHER PORTS
4926,"PORT MOLLER, AK"
4927,"ICY BAY, AK"
4928,"VOLCANO BAY TO BEAVER BAY, AK"
4929,KENAI PENINSULA AK COASTAL PORTS
4930,"SEWARD HARBOR, AK"
4931,"YAKUTAT, AK"
4932,"AFOGNAK BAY, AK"
4933,"OLD HARBOR, AK"
4934,"KODIAK HARBOR, AK"
4935,"KODIAK ISLAND, AK"
4936,"PORT LIONS, AK"
4937,"COLD BAY, AK"
4938,"BELKOFSKI BAY, AK"
4940,"CHIGNIK BAY, AK"
4941,"IVANOF BAY, AK"
4942,"HUMBOLDT HARBOR, AK"
4943,"BARALOF BAY, AK"
4944,"KING COVE LAGOON, AK"
4945,"FALSE PASS, AK"
4946,"AKUTAN ISLAND, AK"
4947,"UNALASKA ISLAND, ALASKA (INCLUDING DUTCH & ILIULIUK HARBORS)"
4948,"UMNAK ISLAND, AK"
4949,"ATKA ISLAND, AK"
4950,"NEW WESTMINSTER, B.C."
4951,"ADAK ISLAND, AK"
4952,"ST. PAUL ISLAND, PRIBILOF ISLAND, AK"
4953,"ST. GEORGE ISLAND, PRIBILOF ISLAND, AK"
4954,"AMCHITKA ISLAND, AK"
4955,"VANCOUVER, B.C."
4956,"SHEMYA ISLAND, AK"
4957,"MITROFANIA BAY, AK"
4958,"MITROFANIA BAY, AK"
4959,"SIDNEY, B.C."
4960,"NORTH VANCOUVER, B.C."
4961,"SCAMMON BAY, AK"
4962,"HOOPER BAY, AK"
4963,"BLACK, AK"
4964,"NELSON ISLAND AND BAIRD INLET, AK"
4965,"PRINCE RUPERT, B.C."
4966,"NUNAVAK ISLAND, AK"
4967,BERING SEA (AK) COASTAL PORTS
4968,"NOME, AK"
4969,"SINUK, AK"
4970,WEST COAST OFFSHORE-GULF OF PANAMA
4971,"ST. LAWRENCE ISLAND, AK"
4972,"TELLER, AK"
4973,"BREVIG MISSION, AK"
4974,"TIN CITY, AK"
4975,"POWELL RIVER, B.C."
4976,"WALES, AK"
4977,"SHISHMAREF, AK"
4978,"KIVALINA, AK"
4979,"SEAL ISLAND, AK (COAST)"
4980,"DUNCAN BAY, B. C."
4981,"POINT HOPE, AK"
4982,"CAPE LISBURNE, AK"
4983,"CAPE SABINE, AK"
4984,"POINT LAY, AK"
4985,"ARTIC OCEAN & BEAUFORT SEA, AK COASTAL PORTS"
4986,"WAINWRIGHT, AK"
4987,"MAIN PRODUCTION ISLAND, AK (COAST)"
4988,"BARROW, AK"
4989,"PORT CLEMENTS, BC"
4990,"LITTLE DIOMEDE ISLAND, AK"
4991,"LONELY, AK"
4992,"NORTH STAR ISLAND, AK (COAST)"
4993,"KAKTOVIK, AK"
4994,"EGG ISLAND, AK (COAST)"
4995,"PRUDHOE BAY, AK"
4996,"INNOKO RIVER, AK (JCT YUKON RIVER)"
4997,"BADAMI, AK"
4999,"ALASKAN TRANS-SHPMT POINT-PUERTO ARMUELLAS, PANAMA"
5000,NEW JERSEY INTRACOASTAL WATERWAY
5072,"NEW JERSEY INTRACOASTAL WATERWAY (EXCLUDING CAPE MAY CANAL, NJ)"
5073,"CAPE MAY CANAL, NJ"
5200,"DELAWARE RIVER, TRENTON, NJ TO THE SEA (CONSOLIDATED REPORT)"
5232,"DELAWARE RIVER BETWEEN PHILADELPHIA, PA, AND TRENTON, NJ"
5250,"DELAWARE RIVER, PHILADELPHIA, PA (TO THE SEA)"
5251,"MARCUS HOOK, PA"
5252,"PAULSBORO, NJ"
5300,"HUDSON RIVER, NY, DEEPWATER IN UPPER BAY, NY TO WATERFORD, NY (CONSOLIDATED REPORT)"
5303,"HUDSON RIVER, NY, MOUTH OF SPUYTEN DUYVIL CREEK (HARLEM RIVER) TO WATERFORD, NY"
5395,"HUDSON RIVER, NY (LOWER SECTION) (INCLUDED IN PORT OF NEW YORK, ALSO INCLUDED IN STATISTICS FOR HUDSON RIVER)"
5396,"HUDSON RIVER CHANNEL, NY AND NJ (INCLUDED IN PORT OF NEW YORK)"
5500,"JAMES RIVER, VA (CONSOLIDATED REPORT)"
5561,"PORT OF RICHMOND, VA (INCLUDED IN JAMES RIVER, VA CONSOLIDATED REPORT)"
5562,"JAMES RIVER BELOW RICHMOND, VA (INCLUDED IN JAMES RIVER CONSOLIDATED REPORT)"
5600,"ATLANTIC INTRACOASTAL WATERWAY (CONSOLIDATED REPORT) BETWEEN NORFOLK, VA AND THE ST. JOHNS RIVER, FL"
5671,"ATLANTIC INTRACOASTAL WATERWAY BETWEEN NORFOLK, VA, AND THE ST. JOHNS RIVER FL (NORFOLK DISTRICT) VIA GREAT BRIDGE LOCK ROUTE"
5672,"ATLANTIC INTRACOASTAL WATERWAY BETWEEN NORFOLK, VA, AND THE ST. JOHNS RIVER FL (NORFOLK DISTRICT) DISMAL SWAMP AND PASQUOTANK RIVER"
5680,"ATLANTIC INTRACOASTAL WATERWAY BETWEEN NORFOLK, VA, AND THE ST. JOHNS RIVER, FL (WILMINGTON DISTRICT)"
5685,"ATLANTIC INTRACOASTAL WATERWAY BETWEEN NORFOLK, VA, AND THE ST. JOHNS RIVER, FL (CHARLESTON DISTRICT)"
5690,"ATLANTIC INTRACOASTAL WATERWAY BETWEEN NORFOLK, VA, AND THE ST. JOHNS RIVER , FL (SAVANNAH DISTRICT)"
5695,"ATLANTIC INTRACOASTAL WATERWAY BETWEEN NORFOLK, VA, AND THE ST. JOHNS RIVER, FL (JACKSONVILLE DISTRICT)"
5700,PORT OF VIRGINIA
5734,"NEWPORT NEWS, VA"
5735,"NORFOLK HARBOR, VA"
5736,"NEWPORT NEWS CREEK, VA (INCLUDED IN PORT OF NEWPORT NEWS, VA)"
5737,"CHANNEL FROM PHOEBUS, VA (TO DEEP WATER IN HAMPTON ROADS, VA)"
5738,"HAMPTON CREEK, VA"
6000,"MISSISSIPPI RIVER, MINNEAPOLIS, MN TO MOUTH OF PASSES (CONSOLIDATED REPORT)"
6032,"MISSISSIPPI RIVER, NEW ORLEANS, LA TO MOUTH OF PASSES (INCLUDED IN TRAFFIC OF MISSISSIPPI RIVER, MINNEAPOLIS TO MOUTH OF PASSES)"
6033,"MISSISSIPPI RIVER, BATON ROUGE, LA TO NEW ORLEANS, LA (INCLUDED IN TRAFFIC OF MISSISSIPPI RIVER, MINNEAPOLIS TO MOUTH OF PASSES)"
6034,"MISSISSIPPI RIVER, MOUTH OF OHIO RIVER TO BATON ROUGE, LA (INCLUDED IN TRAFFIC OF MISSISSIPPI RIVER, MINNEAPOLIS TO MOUTH OF PASSES)"
6079,"MISSISSIPPI RIVER, MOUTH OF MISSOURI RIVER TO MOUTH OF OHIO RIVER (INCLUDED IN TRAFFIC OF MISSISSIPPI RIVER, MINNEAPOLIS TO MOUTH OF PASSES)"
6080,"MISSISSIPPI RIVER, MINNEAPOLIS, MN TO MOUTH OF MISSOURI RIVER (INCLUDED IN TRAFFIC OF MISSISSIPPI RIVER, MINNEAPOLIS TO MOUTH OF PASSES)"
6085,SOUTHWEST PASS OF THE MISSISSIPPI RIVER
6086,SOUTH PASS OF THE MISSISSIPPI RIVER
6100,MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM (CONSOLIDATED REPORT)
6101,"ARKANSAS RIVER,(INCLUDED IN TRAFFIC OF MCCLELLAN KERR ARKANSAS RIVER NAVIGATION SYSTEM"
6102,"WHITE RIVER ENTRANCE CHANNEL & POST CANAL,(INCLUDED IN TRAFFIC OF MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM)"
6104,"POTEAU RIVER,(INCLUDED IN TRAFFIC OF MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM)"
6105,"SAN BOIS CREEK,(INCLUDED IN TRAFFIC OF MCCLELLAN- KERR ARKANSAS RIVER NAVIGATION SYSTEM)"
6106,"VERDIGRIS RIVER,(INCLUDED IN TRAFFIC OF MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM)"
6107,"BIRD CREEK,(INCLUDED IN TRAFFIC OF MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM)"
6108,ARKANSAS RIVER BELOW TULSA(INCLUDED IN TRAFFIC OF MCCLELLAN-KERR ARKANSAS RIVER NAVIGATION SYSTEM)
6109,"TULSA, PORT OF CATOOSA, OK"
6200,"GULF INTRACOASTAL WATERWAY BETWEEN APALACHEE BAY, FL AND THE MEXICAN BORDER (CONSOLIDATED REPORT)"
6220,"GULF INTRACOASTAL WATERWAY, LOUISIANA PORTION, LA(INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6236,"GULF INTRACOASTAL WATERWAY, APALACHEE BAY TO PANAMA CITY, FL (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6238,"GULF INTRACOASTAL WATERWAY, PANAMA CITY TO PENSACOLA BAY, FL (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6240,"GULF INTRACOASTAL WATERWAY, PENSACOLA BAY, FL TO MOBILE BAY, AL (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6241,"GULF INTRACOASTAL WATERWAY, MOBILE BAY, AL TO NEW ORLEANS, LA (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6242,"GULF INTRACOASTAL WATERWAY, MISSISSIPPI RIVER, LA., TO SABINE RIVER, TX (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6243,"GULF INTRACOASTAL WATERWAY, SABINE RIVER TO GALVESTON, TX (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6244,"GULF INTRACOASTAL WATERWAY, GALVESTON TO CORPUS CHRISTI,TX (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
6251,ALGIERS CANAL LA
6267,"GULF INTRACOASTAL WATERWAY, CORPUS CHRISTI, TX TO MEXICAN BORDER (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT )"
6300,"MISSISSIPPI RIVER, BATON ROUGE, LA TO MOUTH OF PASSES"
6400,"MISSOURI RIVER, FORT BENTON, MT TO THE MOUTH (CONSOLIDATED REPORT)"
6439,"MISSOURI RIVER, FORT BENTON, MT TO SIOUX CITY, IA (INCLUDED IN TRAFFIC OF MISSOURI RIVER, FORT BENTON TO THE MOUTH)"
6474,"MISSOURI RIVER, KANSAS CITY TO THE MOUTH (INCLUDED IN TRAFFIC OF MISSOURI RIVER, FORT BENTON TO THE MOUTH)"
6475,"MISSOURI RIVER, OMAHA TO KANSAS CITY (INCLUDED IN TRAFFIC OF MISSOURI RIVER, FORT BENTON TO THE MOUTH)"
6476,"MISSOURI RIVER, SIOUX CITY TO OMAHA (INCLUDED IN TRAFFIC OF MISSOURI RIVER, FORT BENTON TO THE MOUTH)"
6500,"ALLEGHENY RIVER, PA (CONSOLIDATED)"
6529,"ALLEGHENY RIVER, PA IMPROVED PORTION"
6530,"ALLEGHENY RIVER, PA OPEN CHANNEL PORTION"
6600,"CUMBERLAND RIVER, MOUTH TO MILE 552 (CONSOLIDATED REPORT)"
6624,"CUMBERLAND RIVER, MOUTH TO NASHVILLE, TN (INCLUDED IN TRAFFIC OF CUMBERLAND RIVER, MOUTH TO MILE 552)"
6625,"CUMBERLAND RIVER, NASHVILLE, TN (INCLUDED IN TRAFFIC OF CUMBERLAND RIVER, MOUTH TO MILE 552)"
6700,"MISSISSIPPI RIVER, MINNEAPOLIS, MN TO MOUTH OF OHIO RIVER (INCLUDED IN TRAFFIC OF MISSISSIPPI RIVER, MINNEAPOLIS TO MOUTH OF PASSES)"
6800,"GULF INTRACOASTAL WATERWAY, TEXAS PORTION (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
