Shipper,Consignee,Shipments,Tons,BOL_Count
Sb&B Foods Inc.,Marusa Corp.,3,269.97,3
Mc Grath Plant Ltd.,Powerscreen Of Florida Inc.,8,269.7,8
Lausant Global Sa De Cv,Manitoba Maquinarias E.A.S,18,269.66,18
"Toyokami Co., Ltd. Pic Tatsuta",Jmb Equipment Usa Inc.,4,269.64,4
Cooperative Agrumar Souss,Lgs Specialty Sales Ltd.,7,269.48,7
Mm & Kenzai Corp.,Mitsui & Co (Canada) Ltd.,1,269.45,1
Shenzhen Sm Steel Technology Co. L,Aceros Levinson S.A. De C.V.,2,269.45,2
Sik D.O.O. Mostar,Grob Systems Inc.,16,269.42,16
Rcl Rode Concept Logistica Ltda,Conceptum Logistics (Usa) Llc,2,269.32,2
Kern Microtechnik Gmb H,Kern Precision Inc.,22,269.19,22
Madha Silver,Intergulf Marine Llc,1,269.0,1
Terex Gb Ltd.,Finlay Screening And Crushing,6,268.91999999999996,6
"Synn Industrial Co., Ltd.",Optima Steel International Llc,1,268.91,1
Fracht Do Brasil Logistica Ltda,Toshiba,2,268.9,2
"Mitsui Bussan Chemicals Co., Ltd.",Iff International Flavors & Fragrances Inc.,15,268.76,15
Nmuk,Santo Domingo Motors Co. C. Po,19,268.18,19
Boskay Metal San. Ve Tic. Ltd. Sti,Staalx Llc,2,268.05,2
Coral Of Seas Li,Coral Of Seas Li,2,268.0,2
Carpenteria Corsi Srl,Newmont Usa Ltd.,2,268.0,2
Ihi Sullair Compression Technology,Air Liquide Global E&C Solution Us,1,268.0,1
Blacksmith Trading B.V,Dutch Trading Llc,13,267.76,13
"Be Forward Co., Ltd.",World Cars Auto Sales Llc,265,267.59,265
Saarstahl Ag,Taubensee Steel And Wire Co.,2,267.48,2
Agricola San Luis De Yaquil S.A.,Am Fresh North America,9,267.43,9
Kabbage Massa,Lgs Specialty Sales Ltd.,3,267.4,3
"Tech Bee Hang Co., Ltd.",Hankook Tire Mfg.,1,267.26,1
Rai Star Corp. Ltd.,Bermuda Truckfinders Ltd.,22,266.98,22
Market Place Commodities,Nabil Bank Ltd.,1,266.53,1
Daimler Compra Y Manufactura M,Nz Wheels Sdnbhd,11,266.52,11
Supreme Offshore Fabrication,Oceaneering International Inc.,2,266.36,2
Ton Dong Acorporation,Hanwa American Corp.,2,266.26,2
Good Hope Marketing (Pty) ) ) Ltd.,Am Fresh North America,8,266.2,8
Nam Kim Steel Jsc,Unicredit Bank,1,265.72,1
Exportadora Fruta Austral Ltda.,Sierra Produce,13,265.65999999999997,13
Tadano France Sa,Boyer Sarl,2,265.54,2
Manitowoc Marina,Manitowoc Marina,69,265.5,69
Ford Werke Gmb H For The,Ford Motor Co. Of Australia (Pty) ),12,265.44,12
Laurini Officine Meccaniche Srl,Worldwide Machinery Inc.,2,265.4,2
Arcelor Mittal,ArcelorMittal,4,265.22,4
Viterra Inc.,Countryman Grains Pvt. L,1,265.0,1
W51 Adu,N00109,7,264.93,7
Diageo Usvi Inc.,Empire Gas Co. Inc.,60,264.90999999999997,60
Hyundai Motor Mfg. Czech Sro,Sopadep,8,264.65999999999997,8
Nippon Steel Sales Vietnam Co.,Nippon Steel Trading Americas Inc.,2,264.34,2
ArcelorMittal,Dueno Del Mar Woodward Group,6,264.08,6
Savino Del Bene Panama S.A.,Inter Cargo Eirl,2,264.08,2
Hoa Sen Group,Esj Sa De Cv,1,264.07,1
Acl Ab (Cross Trade),Acl Ab (Cross Trade),8,264.03999999999996,8
Ktr Cranes,Covington Crane Inc.,2,264.0,2
Lien Chieh Hydraulic Industrial Co.,Industrias Norm Sa De Cv,1,263.7,1
Hbt Gmb H,Hbt Australia (Pty) ) Ltd.,4,263.6,4
Hyundai Mobis,Banco Itau,6,263.54,6
Agr Cola La Higuera Ltda,Sierra Produce,10,263.45,10
Fisker Inc.,Fisker Inc.,1,263.34,1
Qingdao Bachmann Energy,Orion Engineered Carbons Llc,2,262.88,2
Dynapac Compaction Equipment Ab,Cfc Holdings (Pty) ) Ltd. Trading As,14,262.8,14
Jewell Especialidades S.A.,Soya Excel Inc.,1,262.7,1
Commanding Officer Ndlo Meb,Distribution Management Office,5,262.47,5
Exportadora Prize Ltda,Bengard Marketing Inc.,12,262.44,12
Posco,A.A.Valdez & Woodward S.C.,8,262.26,8
Wheaton Grain Inc.,"An Phu Linh Co., Ltd.",1,262.23,1
Eternis Fine Chemicals Ltd.,Iff International Flavors & Fragrances Inc.,13,262.0,13
Empresas Lourdes S.A.,Liquor Control Board Of Ontario,3,261.88,3
Domexport S.A,Les Domaines Llc Usa,3,261.53,3
Wallenius Wilhelmsen Logistics,Wallenius Wilhelmsen Ocean,4,261.36,4
Hoa Sen Group,Banque Cantonale,1,261.36,1
"Young Steel Co., Ltd.",Hyundai Glovis Mexico S De Rl De Cv,6,261.32,6
Nt Liftec Oy,Ssab Alabama Inc.,2,261.2,2
Cooperative Agricole Copag,Century Farms,4,261.09,4
Ton Dong A Corp.,Banca Zarattini & C,2,261.08,2
Meta Skladovaci Technika S.R.O.,Meta Storage Solutions Inc.,4,260.74,4
Air Liquide Advanced Technologies,Fermilab Receiving,4,260.68,4
Suzuki Motor Corporation,Inchcape Caribbean Inc.,37,260.67,37
Everseason (Pty) ) Ltd.,Mouton Distribution,2,260.56,2
Ssab Emea Ab,Pg H Engineering,8,260.3,8
"Il Jin Steel Corp. Co., Ltd.",Texaspipe & Supply Co.,2,260.24,2
Tenaris Global Services S.A.,Adnoc Onshore,2,260.0,2
Dsv Veracruz,Dsv Air & Sea A S,2,260.0,2
Agrocomercial Carlos Morales,David Oppenheimer Co.,9,259.89,9
Cooperation Mfg. Plant,Saleh Alhamad Almana Co.,22,259.88,22
Pt Kenertec Power System,Nordex Usa Inc.,2,259.82,2
"Dalian Yiming Co., Ltd.",Cremer Erzkontor N.A. Inc.,3,259.78,3
Exportadora Bou Fruits Ltda,Intl Fruit Co.,5,259.65,5
Ton Dong Acorporation,Steel Protrading Inc.,2,259.6,2
Cld Fencing Ltd.,Cld Systems,4,259.56,4
Marubeni Itochu Steel Inc.,Industria Metalica Del Envase Sa,1,259.48,1
Cooperativa Regional Cafeicultores Guaxupe Ltda,Keurig Canada,11,259.32,11
Costa Cafe Com Exp. E Imp. Ltda,J.M. Smuckers Co.,2,259.28,2
ArcelorMittal,Nortrak Damy Cambios De Via,1,259.28,1
Kib Plug Energy,Flint Hills Resources Lp,1,259.1,1
Opel Automobile Gmb H,Stellantis Chile S A,6,258.88,6
Agricola El Calvario S.A,Sun Fresh Exp. Llc,9,258.77,9
Intermodal Tank Transport Argentina,Intermodal Tank Transport Inc.,2,258.58,2
Air Liquide Global E,Newmont Usa Ltd.,2,258.45,2
"Hyodong Machine Co., Ltd.",Formnet Inc.,2,258.4,2
K.D. Industries Inc.,Cit Northbridge Credit Llc,2,258.34,2
Hirata Corporation,General Motors General Assembly,10,258.05,10
"Asahi Corp. Co., Ltd.",Mauricio Ibarguengoitia Villanueva,8,257.4,8
Pt Astra Daihatsu Motor,Casa Pellas S.A.,18,257.32,18
Central Crushing & Screening Ltd.,Tora Crushing And Screening,8,257.26,8
"Sakae Riken Kogyo Co., Ltd.",Eakas Corp.,1,257.23,1
Nam Kim Steeljoint Stock Co.,Nippon Steel Trading Mexico S.A. D,1,257.2,1
Kalmar Poland Sp Z O O,Kalmar Industries Corp.,10,257.12,10
"Kia India Pvt., Ltd.",Atl Automotive Ltd.,8,257.04,8
Nam Kim Steel Jsc,Nippon Steel Trading Americas Inc.,1,256.9,1
"Shandong Taikai Transformer Co., Ltd.","Taikai (Canada) Switchgear Co., Ltd.",2,256.89,2
Hyundai Steel Co.,Ing Bank N.V. Amsterdam,1,256.84,1
Kia,Garden Automotores S.A.,6,256.8,6
Deckel Maho Seebach Gmb H,Dmg Mori Usa,18,256.71999999999997,18
Glama Maschinenbau Gmb H,Aluminium Dynamics,4,256.68,4
Discoverer Inspiration,Transocean Offshore,9,256.62,9
Gf Machining Solutions Ag,Gf Machining Solutions Llc,23,256.24,23
"Great Grandeul Steel Co., Ltd.",Mufg Bank Ltd.,3,256.11,3
Gemilang Coachwork Sdn Bhd,Green Power Motor Co. Inc.,4,256.0,4
Ton Dong A Corp.,Jp Chase,2,255.91,2
Nissan Exp. De Mexico S De Rl De,Motorambar Inc.,7,255.88,7
Krauss Maffei Technologies Gmb H,Gt Plastics Solutions Sapi De C.V.,2,255.62,2
"Onaga Shoji Co., Ltd.",Evans Equipment Inc.,6,255.51999999999998,6
Bollegraaf Recycling Machinery,Van Dyk Recycling Services,4,255.5,4
Gepc Belfort Antwerp,General Dynamics Nassco,1,255.4,1
Gemmy Trading Llc,Rhd Specialties Llc,67,255.0,67
Jan Kemp B.V.,Powertrac Machinery,7,255.0,7
Chandris (Hellas) Inc.,Circon Environmental,1,255.0,1
Casagrande Sp A,Euro Representaciones Sa De Cv,6,254.84,6
Stanley Lafosse,Murphy Shore Base,1,254.76,1
Servicios Multimodales Del Golfo S,Deepwater Riser Services,2,254.72,2
Ssab Emea Ab,R&S Godwin Truck Bosy Co.,7,254.66,7
Network Project Lojistik Anonim Sir,Powerhouse Equipment,2,254.54,2
Artisan Vehicle Systems Inc.,Sandvik Mining And Construction Oy,2,254.28,2
Nissan Mexicana S.A. De C.V.,"Nissan Saudi Arabia Co., Ltd. P.O.",4,254.20000000000002,4
Alpha Yachts Usa Llc,Alpha Yachts Usa Llc,2,254.0,2
Atm Recyclingsystems Gmb H,Aluminium Dynamics,4,254.0,4
Agie Sa,Gf Machining Solutions Llc,42,253.87,42
"Nissan Motor Co., Ltd.",Nissan Northamerica Inc.18601 Sou,1,253.76,1
Sun Pack Dr El Bacha,William H. Kopke Jr. Inc.,6,253.70999999999998,6
Toyota Motor Mfg. Indonesi,Cofino Stahl Y Compania,10,253.64000000000001,10
Zeppelin Baumaschinen Gmb H,Global Construction Equip.,26,253.6,26
Api Engineering Ltd.,Tenaris Bay City,3,253.56,3
Soletanche Bachy,Nicholson Construction Co.,3,253.53000000000003,3
Gimas A.S.,Bhp,2,253.48,2
Atlas Agrumes,Imex Agro Inc.,4,253.37,4
W90 Dgu,W51 Dlh,8,252.8,8
Stenvalls Tra Ab,Klumb Forest Products,3,252.76999999999998,3
Nam Kim Steel Jsc,Aceros,2,252.73000000000002,2
Arabian Industries Mfg.,General Electric Co.,2,252.68,2
Shiner Steel International Ltd.,Michigan Metal Importers,4,252.59,4
Mclaren Automotive Ltd.,Mclaren Automotive Inc.,8,252.35999999999999,8
Kardemir Dis Ticaret As,Ternium,2,252.31,2
Mainfreight B.V.,Mainfreight Air Ocean Ltd.,30,252.16,30
Ningbo Connexion International Forw,Sg Project Cargo,1,252.12,1
Industrias Electromecanicas Magnetron S.A.S,Clean Flexible Energy,2,252.10000000000002,2
Ksp Transport Gmb H,Cotrans S.A. Vat Id Cot800805 Eb4,1,252.0,1
Upl Ltd.,Solvay Usa Inc.,12,252.0,12
Hyundai Steelcompany,Hanwa American Corp. Los Angeles Br,2,251.86,2
Ploeger Uk Ltd.,Oxbo International Corp.,20,251.6,20
Pt Austin Engineering Indonesia,Austin Engineering Usa Inc.,3,251.57999999999998,3
Jfe Shoji Trade Corp.,Jfe Shoji Steel Service Center Baji,14,251.36,14
Otwo Global Korea Ltd.,Tx Holdings Inc.,1,251.02,1
Gemilang Coachwork Sdn Bhd,Green Power Motor Co.,2,250.58,2
Ssab Emea Ab,Steel Warehouse Of Ohio,13,250.47,13
Iveco S.P.A.,Sopadep,28,250.42,28
Nissan Mexicana S.A. De C.V.,Saleh Al Hamad Al,8,250.02,8
"Globus 8 Alloys Pte., Ltd. Singapo",Mtalx Usa 32 Oakland Avenue,1,250.0,1
Cia De Ferro Ligas Da Bahia Ferbasa,Mtalx Usa Llc,3,250.0,3
M V Hafnia Soya V. 32004,Environmental Response Services,1,250.0,1
Shinhwa Motech,Shinhwa Auto Usa Corp.,2,250.0,2
Ssab Emea Ab,Ssab Inc. Cherrington Corp. Center,6,249.9,6
Ssab Emea Ab,Rms Tritec Llc,14,249.5,14
Epiroc Drilling Solutions,Epiroc Australia (Pty) ) Ltd.,2,249.32,2
Agricompany Druzhba Ltd.,Cfs Specialities,2,249.28,2
"Dongying Jet International Co., Ltd.",Youngquist Brothers Inc.,1,249.0,1
"Integrity Exp. Co., Ltd.",East Atlantic Motors Llc,33,248.98,33
Engel Austria Gmb H,Lasko Products Inc.,6,248.76,6
"Jiangyin Xing Cheng Special Steel Works Co., Ltd.",Sistemas Automotrices De Mexico Sa,1,248.73,1
Morimatsu (Jiangsu) Heavy Industries,Next Star Energy Inc.,5,248.68,5
Wirtgen Gmb H,Salinas Y Fabres S.A.,12,248.60000000000002,12
Priority Worldwide,Gerlach Zolldienste Gmb H,2,248.5,2
Ls Cargo Logistics China Ltd.,Igs International Cargo Sa De Cv,2,248.4,2
Linder Recyclingtech Gmb H,Lindner Recyclingtech America Llc,6,248.4,6
"Himile Mechanical Science And Technology Co., Ltd.",Ge Renewables North America,3,248.36,3
Sotreq Handels Gmb H,Mineracao Onca Puma Sa,4,248.23999999999998,4
Free 2 Sea Inc.,Free 2 Sea Inc.,2,248.0,2
Concord International Transport,Industries Chartering (Rnc 130 543089),2,248.0,2
China Electric Equipment (Jiangsu),Ecoacero Srl,2,248.0,2
Eastern Pearl Corp.,Hansen Shipping,4,248.0,4
Thyssenkrupp Steel Europe Ag,Mubea Inc.,1,247.78,1
Ssab Oxelosund Ab,Ssab Eu Co Pro Coil,6,247.42,6
Hyundai Steelcompany,Samsung C And T Corp.,5,247.4,5
"Toyokami Co., Ltd.",Anterdem Solutions,5,247.29999999999998,5
Fayat Road Equipment Division Mea F,Jord Equipment,1,247.2,1
Hyosung Chemical Corp.,Dae Ha America Corp.,1,246.93,1
Ndt Corp. Ltd.,Shasan Comercializadora S.A. De C.V,12,246.8,12
Prolec Ge Ibrasil,Parish Hare Qts Fort Worth,2,246.74,2
Audi Mexico S.A. De C.V.,Porsche Colombia S.A.S.,2,246.68,2
Volvo Equipamentos De Construcao La,Volvo Finance Australia P L,14,246.48000000000002,14
Dhl Global Forwarding (France) Sas,Sodauto,18,246.48000000000002,18
"Jiangyin Xing Cheng Special Steel Works Co., Ltd.",Aceros Levinson S.A. De C.V.,5,246.41,5
Bruks Siwertell Ab,Bruks Siwertell Americas,6,246.2,6
Schaufler Tooling Gmb H Co Kg,Fischer Tool And Die Corp,2,246.18,2
Vettertec Gmb H,Archer Daniels Midland Co.,2,246.0,2
"Sc Shipping Singapore Pte., Ltd.",Stolthaven New Orleans Llc,1,246.0,1
Zalar Fresh,Jac Vandenberg Inc.,10,245.88,10
"Southern Steel Sheet Co., Ltd.",Nu Vue Industries Of Pr Inc.,2,245.88,2
It International Telecom Inc.,Ap&T Wireless Inc.,3,245.79,3
Mazaria S.A.R.L,Nanak Produce & Marketing Inc.,5,245.54000000000002,5
Gregoire Sas,Lakeview Vineyard Equipment Inc.,24,245.5,24
Vargon Alloys Ab,Ing Bank N.V. Amsterdam,1,245.2,1
Fca International Operations Llc,Cabrera Groupo Automotriz,4,245.06,4
Electric Boat,Electric Boat,8,244.76999999999998,8
Suiderland Plase (Pty) ) Ltd.,Wonderful Citrus Venures Llc,4,244.65,4
"Sakamoto Industries Co., Ltd.",Elsa Llc.,11,244.45,11
Hmc Chile S.A.,Forever Fresh Llc,8,244.28,8
Dlan Services Ltd.,Dlan Services Ltd.,8,244.2,8
Geminis Lathes S.A.,Select Mfg. Technologies,5,244.14000000000001,5
Mercedes Benz Mexico,Star Automotive Hellas Single,22,243.82,22
Okean Estaleiro Ltda,Okean Yachts Llc,8,243.70000000000002,8
Nam Kim Steel Joint,Mitsui And Co Usa Inc.,1,243.62,1
Ecopure Specialities Ltd.,Nature Bio Foods Inc.,1,243.53,1
Villa & Bonaldi Sp A,Chevron,1,243.09,1
Kia Motors Mexico S.A. De C.V.,Emirates Nbd Bank Pjsc,11,243.02,11
Nidaros Shipping As,Nidaros Shipping As,1,243.0,1
"Desmet Shanghai Co., Ltd.",Bunge North America,1,242.96,1
Arcelor Mittal Bremen Gmb H,Strip Steel S De Rl De Cv,2,242.92,2
Llog Salamanca,Subsea 7,1,242.9,1
Wiehag Timber Construction Gmb H,Stonebridge Inc.,2,242.88,2
Good Hope Marketing (Pty) ) ) Ltd.,Fruit Imp. Logistics Services Fi,6,242.63,6
Samsung C&T Japan Corp.,Qssc S.A. De C.V.,2,242.61,2
Blohm Jung Gmb H,United Grinding North America Inc.,20,242.58,20
Atlas Gmb H,Linder Industries Machinery Co.,6,242.32,6
Nmuk,Banco Scotiabank,8,242.3,8
By Cast Nv,Marathon Petroleum,2,242.24,2
"Koyo Trading Co., Ltd.",Jdm Sport Classics,50,242.19,50
Terex Gb Ltd.,Alvajal Equipos Y Servicio,6,242.14,6
Master Pti Hudson,Circon Environmental,2,242.0,2
Riviera Australia (Pty) ) Ltd.,Wally Castro Marine Inc.,6,242.0,6
Haarslev Industries A S,Haarslev Industries,4,242.0,4
Herrenkecht Ag,Herrenknecht Tunnelling Systems,2,242.0,2
Fincantieri Infrastructure Sp A,Fincantieri Infrastructure Florida,6,242.0,6
T.H.I. Corp.,Pacific Rim Equipment Inc.,7,241.76000000000002,7
Jindal Saw Ltd.,Drill Pipe International Llc,1,241.75,1
O M Ltd.,Japan Machine Tools,9,241.35,9
Mccloskey International,Irock Crushers Llc,6,241.24,6
"Shandong Lvfeng Fertilizer Co., Ltd.",Manuchar Nv,4,241.2,4
Exportadora Atlantic S.A.,The Folger Coffee Co.,6,241.02,6
Sistema Spedizioni Srl,Nemak Usa Inc.,2,240.8,2
"Tung Mung Development Co., Ltd.",Woori Bank,2,240.58,2
Fmc Technologies Ltd.,Fmc Technologies Inc.,4,240.44,4
Mitsubishi Corporation,Automotores Toyota Colombia S.A.S.,4,240.22,4
Nice Machinery Gmb H,Sennebogen Llc,4,240.18,4
Illex Fishing Sa,Intl Marine Industries Inc.,3,240.17000000000002,3
Spbi Chantiers Jeanneau,Beneteau America,34,240.08,34
Vitol,Delta Marine & Environmental,2,240.0,2
Rf Stella,Reworld,1,240.0,1
Exportadora Y Comercializadora,Vins Arterra Canada,5,240.0,5
"Tianjin Tianduan Press Co., Ltd.",Magna Exteriors Rossford,1,239.67,1
Hyundai Mobis,Rbc Royal Bank,20,239.62,20
Audi Mexico S.A. De C.V.,China Faw Group Imp. & Exp. Corp.,14,239.56,14
Vietz Gmb H,Vietz Americans,10,239.2,10
"Zhongkuang Steel (Shandong) Co., Ltd.",San Antonio Masonry And Tool,2,239.0,2
Combilift Ulc,Pape Material Handling,15,239.0,15
Lachish Industries Ltd.,Jones Equipment Co.Llc,12,238.96,12
Good Hope Marketing (Pty) ) ) Ltd.,Wonderful Citrus Venures Llc,6,238.92000000000002,6
Maserati S.P.A.,Herrera Premium De Mexico Sa De Cv,26,238.88,26
Posco Internatioal Corp.,Daewon America Inc.,1,238.87,1
Market Demand Fruits (Pty) ) Ltd.,Am Fresh North America,6,238.81,6
Ceva Logistics Netherlands B V,Briggs Equipment S.A. De C.V.,6,238.79999999999998,6
Inversiones Moncuri S.A.,Forever Fresh Llc,7,238.69,7
Adroit Overseas Enterprises Ltd.,Graindesk Commodities India,4,238.56,4
Good Hope Marketing (Pty) ) ) Ltd.,David Oppenheimer Co.,8,238.51,8
It International Telecom Marine Srl,Department Of The Air Force,2,238.42000000000002,2
Kia Motors Mexico S.A. De C.V.,To Banco Popular Dominicano Sa,2,238.14,2
Trioliet Bv,Trioliet California,4,238.0,4
0160 En Co Eng Vertical Co.,W7 M0 Uspfo Activity De Arng,9,237.93,9
Wuhan Friendship Food Engineering C,Siemens Energy Inc. Tax Id 13,2,237.78,2
Intimex Group,American Coffee,1,237.58,1
Nec Corp. Of America,Nec Corp. Of America Inc.,2,237.4,2
Nt Industries Sp. Z.O.O.,Alliance Green Services Us Inc.,5,237.35999999999999,5
Illovo Sugar (South Africa) Ltd.,Harbochem Centennial Plaza,1,237.22,1
Dmg Mori Aktiengesellschaft,Dmg Mori Usa,10,237.04,10
Kallinger Crushing 6 Screening,Emirates Aluminium (EGA),6,237.0,6
Arabian Metal Industries,Sparx Logistics Usa,1,236.95,1
Kiin Ecoingenieria Sa De Cv,Tesmec Usa Inc.,2,236.94,2
Gebr. Pfeiffer Ag,Gebr. Pfeiffer Inc.,3,236.64999999999998,3
"Youngkwang Co., Ltd.",Zachry Caddel Joint Venture 527,1,236.6,1
Seda Pic S.A.,Eastimpex,5,236.5,5
Bost Machine Tools Co.,Relativity Space Inc.,2,236.4,2
Valmet Technologies,Valmet Ltd.,2,236.28,2
231 Yangjae Dong,Banco,4,236.06,4
Paragon Ltd.,Paragon Ltd.,4,236.0,4
Royal Smit Transformers B.V.,Lipa Pse&G,2,236.0,2
Legend Yacht Transport,Safe Haven Llc,1,236.0,1
Proteins Y Fats Sas,Saint Paul Commodities Inc. Id,1,236.0,1
Bentley Motors Ltd.,Bentley Motors Inc.,14,235.96,14
Kia,To Emirates Bank Nbd Bank Pjsc,6,235.72,6
Voestalpine Stahl Service Center Gmb H.,Metal One Steel Service De Mexico,8,235.68,8
William Grant & Sons Ltd.,William Grant & Sons Inc.,12,235.60000000000002,12
Daimler Vehiculos Comerciales,Autostar Vehiculos S.A.,8,235.56,8
Crystal Industrial Syndicate Pvt. L,Jgc Kiewit Joint Venture,1,235.56,1
Allways Cargo Portugal Transitarios,Ecu Line Chile S.A.,4,235.32,4
Fujiden International Corp.,Pacific Steel Sales Corp.,1,234.85,1
Hyundai Mobis,Sud Motors,20,234.84,20
Expandable B.V.,Expandable Llc,16,234.8,16
W. Pilling Riepe Gmb H & Co. Kg,Azz Galvanizing,4,234.7,4
Alcatel Submarine Networks,Edge Cable Holdings Usa Llc,1,234.68,1
Sany International Development,Sany America Inc.,2,234.28,2
Sandvik Mining And Construction G.M.B.H.,Sandvik Mining And Construction,2,234.1,2
Used Cranes & Materials Holland B.V,Ayr Equipment International,3,234.0,3
Wolfs Sales & Development B.V.,Process Inc.,6,234.0,6
Al Tamman Indsil Ferro Chrome Llc,North American Specialty Alloys I,2,233.84,2
Mercedes Benz Mexico,Gargash Enterprises Llc,10,233.79999999999998,10
Nam Kim Steel Jsc,Gs Global Usa Inc.,2,233.65,2
Kia,Tropical Auto Rentals Ltd.,26,233.57999999999998,26
Flender Finland Oy,Flender Corporation,3,233.54,3
Hyundai Truck And Bus China Co.,Banco De Reservas,8,233.45999999999998,8
Wuxi Xinrunyuan New Materials Techn,Jr New Energy Inc.,1,233.4,1
"Nktech Co., Ltd.",L H Battery Co. Inc.,2,233.39999999999998,2
Mitsubishi Corporation,Mssc Mfg Mexicana,7,233.14000000000001,7
Wallenius Wilhelmsen Logistics,Semc Hardware N.V.,4,232.9,4
Leistritz Pumpen Gmb H,Leistritz Advanced Technologies Cor,2,232.86,2
Carnival Cruise Lines,Wasteline,5,232.85,5
Marquis Motorhomes And Caravans,Traillite,18,232.8,18
Arcelor Mittal Bremen Gmb H,Dueno Del Mar Woodward Group,2,232.56,2
Hs Timber Productions Gmb H,Canadian Wood Products,1,232.42,1
Ton Dong A Corp.,Sumitomo,1,232.19,1
Pt . Hyundai Motor Mfg. Id,Bticino Costa Rica S.A.,6,232.17999999999998,6
Terex Global Gmb H,R E West Transportation,4,232.0,4
Laminoirs Des Landes Sas,Preacero Pellizzari Mexico Sa De Cv,2,231.87,2
Siemens Gamesa Renewable Energy Tec,Siemens Gamesa Renewable Energy Ltd.,6,231.62,6
Enterprise 351,Intl Offshore,16,231.61,16
Kunshan Bexcelle Special Equipment,Toray Composite Materials America,3,231.59000000000003,3
Binderholz Oberrot Baruth Gmb H,Weekes Forest Products,2,231.52,2
John Deere Walldorf Gmb H&Co.Kg,John Deere Sales Hispanoamerica S,6,231.46000000000004,6
Exportadora Norfrut (Chile) Ltda,Star Produce Us Lp,9,231.39,9
Koc Electric Ltd.,Bahamas Power And Light Bpl,2,231.22,2
Msc Seaside,Stericycle Inc.,6,231.20000000000002,6
"Sam Automobiles Co., Ltd.",Mint Auto Sales,157,231.05,157
Tenova Sp A,Big River Steel Llc,2,230.82,2
Frutera Aguas Blancas Ltda,Jac Vandenberg Inc.,4,230.64,4
Cooperation Mfg. Plant,Motorambar Inc.,16,230.12,16
Ronneby Svets $ Smide Ab,Nexans High Voltage Usa,6,230.07999999999998,6
"Prosperity Tieh Enterprise Co., Ltd.","Prosperity Tieh Enterprise Co., Ltd.",2,230.06,2
Kuehne Nagel Inc.,"An Huy Co., Ltd.",1,230.0,1
Dieffenbacher Energy Gmb H,Canadian Natural Resources Ltd.,1,230.0,1
Mercedes Benz Mexico,Comexport Trading Comercio Exterior,6,229.98000000000002,6
Ge Sorosistem Materiais Composotos,Ge Renewable Energy,4,229.88,4
Agricom Ltda.,Summit Produce Inc.,5,229.8,5
Cramach Imp. & Exp.,Nasser Heavy Equipment,9,229.8,9
Bouygues Construction Trading & Log,Miller Paving Ltd.,2,229.74,2
Beni Mellal Citrus,Wuhl Shafman Lieberman Corp.,3,229.7,3
Otto Junker Gmb H,Wieland Rolled Products,2,229.6,2
Maruichi Sun Steel Jsc,Qssc S.A. De C.V.,1,229.26,1
Talleres Jaso Industrial S.L.,North American Stainless,2,229.0,2
Seah Besteelcorporation,Seah Global Inc.,8,228.79999999999998,8
Rosyth Royal Dockyard Ltd.,Electric Boat,5,228.67,5
Saarstahl Ag,St Louis Cold Drawn,2,228.59,2
Farrell Line,0371 Cs Hhc Hhc Aa Rear Det,2,228.56,2
"Lubrizol India Pvt., Ltd.",Expeditors.Intl,11,228.47,11
Humex Shipping & Air Freight Corp.,Seadrill Americas Inc.,1,228.46,1
Dmg Mori Global Service Tuning,Dmg Mori Usa,24,228.36,24
Hantech Ltd.,Total Petrochemicals & Refining,2,228.34,2
Tocornal Exp. Ltda,Divine Flavor Llc,5,228.32999999999998,5
A L G Marketing (Pty) ) Ltd.,William H. Kopke Jr. Inc.,5,228.27,5
Siemens Gamesa Renewable Energy,Siemens Gamesa Renewable Energy Inc.,4,228.04000000000002,4
Talleres Jaso Industrial S.L.,Am/Ns Calvert Llc,2,228.0,2
Itamarati Industria De Compensados,Dantzler Inc.,2,228.0,2
John Deere Brasil Ltda,Maqro S A De C V,10,227.82,10
Gemilang Coachwork Sdn Bhd,Unicorn Shipping Line Inc.,2,227.8,2
Jdw Machinery,M G Machinery Llc,4,227.76,4
Ssab Eurape Oy,Ssab Inc.,8,227.74,8
Chess International Trading Co.,Process Inc.,5,227.6,5
Normet Oy,Normet Americas Inc.,11,227.56,11
Atlas Copco Energas Gmb H,Marquis Carbon Capture Llc,5,227.41,5
Battenfeld Cincinnati Germany Gmb H,American Maplan Corp.,2,227.2,2
Mecalac (Annecy Le Vieux),Mecalac North America Llc,18,227.16,18
"Hyundai Glovis Co., Ltd.","Sinotrans South China Co., Ltd.",1,227.12,1
Hoa Sen Group,Cathay Bank,2,227.09,2
Shpi Ltd.,Shipper Owned Container Llc,2,226.86,2
