Entity_Name,Port_of_Loading,Port_of_Discharge,HS2,HS4,Total_Tons,Shipment_Count,Goods_Keywords,Confidence_Score
Valero,"Tianjin, China","Port of New Orleans, New Orleans, Louisiana",27.0,2710.0,138158.78,39,"17, 932. 00 BBLS USED COOKING OIL 17, 932. 00 BBLS USED COOKING OIL 37, 595. 00 BBLS USED COOKING OIL 27, 873. 00 BBLS USED COOKING OIL 28, 571. 00 BBLS USED COOKING OIL 34, 755. 00 BBLS USED COOKING OIL 17, 932. 00 BBLS USED COOKING OIL 17, 932. 00 BBLS USED COOKING OIL 37, 595. 00 BBLS USED COOKING OIL 27, 873. 00 BBLS USED COOKING OIL",391.4
PMI Trading,"Pajaritos, Mexico","Corpus Christi, Corpus Christi, Texas",27.0,2709.0,2023220.14,37,"492, 861 BBLS GSV @ 60F ISTHMUS CRUDE OIL API. 489, 647 BBLS ISTHMUS CRUDE OIL 494, 968 BBLS ISTHMUS CRUDE OIL 497, 615 BBLS ISTHMUS CRUDE OIL 279, 408 BBLS GSV @ 60F ISTHMUS CRUDE OIL API. 246, 223 BBLS ISTHMUS CRUDE OIL 243, 285 BBLS ISTHMUS CRUDE OIL 494, 968 BBLS ISTHMUS CRUDE OIL 245, 507 BBLS ISTHMUS CRUDE OIL 493, 410 BBLS ISTHMUS CRUDE OIL",390.2
Ecopetrol,"Covenas, Colombia","Corpus Christi, Corpus Christi, Texas",27.0,2709.0,2647451.34,36,"487, 259 BBLS CASTILLA BLEND CRUDE OIL 475, 001 BBLS CASTILLA CRUDE OIL 475, 148 BBLS CASTIILLA BLEND CRUDE OIL 475, 001 BBLS CASTILLA CRUDE OIL 475, 148 BBLS CASTIILLA BLEND CRUDE OIL 487, 259 BBLS CASTILLA BLEND CRUDE OIL 502, 502 BBLS CASTILLA CRUDE OIL CASTILLA BLEND CRUDE OIL 500000 BBLS CASTILLA BLEND CRUDE OIL UN 1207 475195 BBLS CASTILLA BLEND CRUDE OIL 500000 BBLS",386.5
Emirates Aluminium (EGA),"Abu Zabi, United Arab Emirates","Houston, Houston, Texas",76.0,7601.0,41586.19,38,"(188 PCS)PRIMARY ALUMINIUM SHEET INGOTS (SLA B) (178982 PCS)PRIMARY ALUMINIUM FOUNDRY ALLOY B-INGOTS, HDC INGOTS AND STANDARD INGOTS (275 PCS)PRIMARY ALUMINIUM BILLET HOMOGENISED (72 PCS)PRIMARY ALUMINIUM 99. 92% SOW INGOTS (28292 PCS)PRIMARY ALUMINIUM FOUNDRY ALLOY STANDARD INGOTS (9114PCS)PRIMARY ALUMINIUM FOUNDRY ALLOY B-INGOTS (70 PCS)PRIMARY ALUMINIUM BILLET HOMOGENISED PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 64803 (EQUIVALENT TO AA6101) PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 65033 (EQUIVALENT TO AA6063) PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 65247 (EQUIVALENT TO AA6463) PRIMARY ALUMINUM FOUNDRY ALLOY A356. 2 UNMODIF IED IN EGA ALLOY 44504 STANDARD INGOT PRIMARY ALUMINUM FOUNDRY ALLOY A356. 2 SR STRO NTIUM MODIFIED IN EGA ALLOY 44589 STANDARD IN GOT PRIMARY ALUMINUM FOUNDRY ALLOY AISI10MGMN MOD IFIED IN EGA ALLOY 46301 CUSTOMISED ALLOY FOR BOCAR STANDARD INGOT PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 65050 (EQUIVALENT TO AA6063) PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 65342 (EQUIVALENT TO AA6005A)",380.4
ExxonMobil,"Amsterdam, Netherlands","Port of New Haven, New Haven, Connecticut",27.0,2710.0,883006.34,37,"GASOLINE F4 (190, 837. 07 US BBLS AT 60 DEG F) (22, 136. 748 METRIC TONS IN AIR) GASOLINE RBOB F1 (242, 180. 15 US BBLS AT 60 DEG F) (28, 914. 859 METRIC TONS IN AIR) GASOLINE RBOB F1 (312, 180. 15 US BBLS AT 60 DEG F) (37, 272. 439 METRIC TONS IN AIR) GASOLINE F4 (190, 837. 07 US BBLS AT 60 DEG F) (22, 136. 748 METRIC TONS IN AIR) GASOLINE F5 314053 BBLS GASOLINE F5 15500 BBLS 34, 813. 489 METRIC TONS (303, 197. 19 BBLS) UNLEADED GASOLINE 176, 826. 11 BBLS GASOLINE GASOLINE F5 314053 BBLS GASOLINE F5 15500 BBLS",378.8
ExxonMobil,"Rotterdam, Netherlands","New York/Newark Area, Newark, New Jersey",29.0,2914.0,1619471.6400000001,36,"601. 446 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG II 315 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG II 322 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG II 899. 498 METRIC TONS METHYL ETHYL KETONE (MEK) IBC NAME: METHYL ETHYL KETONE 302 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG: II 315 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG II 322 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG II 302 METRIC TONS METHYL ETHYL KETONE UN 1193 CLASS 3, PG: II 700. 927 METRIC TONS METHYL ETHYL KETONE 700. 927 METRIC TONS METHYL ETHYL KETONE",376.2
PMI Trading,"Pajaritos, Mexico","Houston, Houston, Texas",27.0,2710.0,1036743.85,36,"158, 951 BBLS GSV @ 60F FUEL OIL API. 11. 50 302, 101. 082 BBLS FUEL OIL 100, 539. 089 BBLS GSV@60F FUEL OIL API 11. 20 100, 539. 089 BBLS GSV@60F FUEL OIL API 11. 20 120, 629. 379 BBLS GSV@60F FUEL OIL API 11. 20 224, 545 BBLS GSV@60F FUEL OIL API 15. 40 140, 730. 727 BBLS GSV@60F FUEL OIL API 11. 20 170, 768. 958 BBLS FUEL OIL 167, 511. 384 BBLS GSV@60F CUTTERSTOCK API 12. 6 166, 247. 455 BBLS GSV@60F FUEL OIL API 14. 00",370.4
ExxonMobil,"Pajaritos, Mexico","Houston, Houston, Texas",27.0,2710.0,1026733.38,36,"158, 951 BBLS GSV @ 60F FUEL OIL API. 11. 50 224, 545 BBLS GSV@60F FUEL OIL API 15. 40 187, 374. 167 BBLS GSV@60F CUTTER STOCK API 16. 170, 768. 958 BBLS FUEL OIL 187, 374. 167 BBLS GSV@60F CUTTER STOCK API 16. 166, 247. 455 BBLS GSV@60F FUEL OIL API 14. 00 330, 483. 940 BBLS GSV @ 60F FUEL OIL API. 10. 8 170, 768. 958 BBLS FUEL OIL 144, 239. 150 BBLS GSV @ 60F CUTTER STOCK API. FUEL OIL 194368 BBLS",370.3
Emirates Aluminium (EGA),"Yokohama, Japan","Service Port-Honolulu, Honolulu, Hawaii",84.0,8429.0,618.98,37,"BUCKET R1700 FREIGHT PREPAID SHIPPED ON BOA RD SEP 10, 2024 MAURA DE LA CRUZ MAURA. DE LACRUZ DIAZDEV COMPRASMAQ MADISA. COM BUCKET R1700 FREIGHT PREPAID SHIPPED ON BOA RD SEP 10, 2024 MAURA DE LA CRUZ MAURA. DE LACRUZ DIAZDEV COMPRASMAQ MADISA. COM (1 UNIT AND 3 PACKAGES) D6GC TRACTOR WITH ACC ESSORIES SERIAL NUMBER XPC00959 PIN CAT000D 6KXPC00959 H. S. CODE 8429. 11. 00 FREIGHT PRE PAID SHIPPED ON BOARD APR 15, 2024 1 UNIT CB2. 7 GC 03A CATERPILLAR UTILITY COMPA CTOR MSO NUMBER M9XBG MACHINE SERIAL NUMBER BT700502 ENGINE NUMBER J3301918 PIN NUMBER CAT0CB27TBT700502 DIMENSION 2. 60 1. 31 2. 87 9. 78, 2601KG FREIGHT PREPAID OCEAN FREIGHT US D1, 376. 44 SHANDONG PROVINCE, 262500, P. R. CH INA OFFICE E-MAIL ZHONG TINGTING CAT. COM VMORAN DIAZDEVEGA. COM E MAIL COMPRASMAQ MADISA. COM 1 UNIT CB2. 5 GC 03A CATERPILLAR UTILITY COMPA CTOR MSO NUMBER M9XBH MACHINE SERIAL NUMBER XGC00273 ENGINE NUMBER J3301914 PIN NUMBER CAT0CB25EXGC00273 DIMENSION 2. 60 1. 11 2. 87 8. 28, 2428KG FREIGHT PREPAID OCEAN FREIGHT US D1, 165. 33 SHANDONG PROVINCE, 262500, P. R. CH INA OFFICE E-MAIL ZHONG TINGTING CAT. COM VMORAN DIAZDEVEGA. COM E MAIL COMPRASMAQ MADISA. COM 2 UNITS CATERPILLAR 320 GC HYDRAULIC EXCAVATO R PIN CODE CAT00320TDKJ60028 CAT00320CDKJ 600 27 S N DKJ60028 DKJ60027 ORDER NO P034984 P03 4985 MSO NO N0BSP N0BSQ ENGINE S N 2W238585 2 W238586 FREIGHT PREPAID OCEAN FERIGHT USD26, 850. 38 VMORAN DIAZDEVEGA. COM EMAIL COMP RASMAQ MADISA. COM SAY TWO UNITS ONLY. 1 UNIT CATERPILLAR M315 WHEEL EXCAVATOR PIN C ODE CAT0M315KKL330061 S N KL330061 ORDER NO P 034662 MSO NO M8XLV ENGINE S N D3601857 FREIG HT PREPAID OCEAN FERIGHT USD10, 112. 17 VMORA N DIAZDEVEGA. COM EMAIL COMPRASMAQ MADISA. COM SAY ONE UNIT ONLY. 1 UNIT CATERPILLAR 320 HYDRAULIC EXCAVATOR PI N CODE CAT00320VZBN60038 S N ZBN60038 ORDER N O P034986 MSO NO N0BSV ENGINE S N E7A61251 FR EIGHT PREPAID OCEAN FERIGHT USD 13, 392. 82 V MORAN DIAZDEVEGA. COM EMAIL COMPRASMAQ MAD ISA. COM SAY ONE UNIT ONLY. 1 UNIT CATERPILLAR M320D2 WHEEL EXCAVATOR PIN CODE CATM320DECH900579 S N CH900579 ORDER NO P034145 MSO NO M6NHY ENGINE S N E7A61028 FRE IGHT PREPAID OCEAN FERIGHT USD12, 210. 60 VMO RAN DIAZDEVEGA. COM EMAIL COMPRASMAQ MADIS A. COM SAY ONE UNIT ONLY. 1 UNIT CATERPILLAR CS11 GC COMPACTOR PIN CODE CAT0CS11LRK802213 S N RK802213 ORDER NO P034 660 MSO NO M8XCT ENGINE S N MFX14325 FREIGHT PREPAID OCEAN FERIGHT USD 5, 847. 75 VMORAN DIAZDEVEGA. COM EMAIL COMPRASMAQ MADISA. C OM SAY ONE UNIT ONLY.",370.0
Valero,"Pembroke, United Kingdom","New York/Newark Area, Newark, New Jersey",27.0,2710.0,382385.96,36,"240, 891 BBLS PREMIUM GASOLINE 90KPA DVPE 10PP M SUL 233368 US BBLS FUEL OIL 233368 US BBLS FUEL OIL RBOB UNL 18210 BBLS RBOB PREM 11. 5 RVP FOR BLENDING 80980 240, 891 BBLS PREMIUM GASOLINE 90KPA DVPE 10PP M SUL 50, 000 BBLS FUEL OIL 85, 539 BBLS FUEL OIL 150, 000 BBLS FUEL OIL RBOB REGULAR GASOLINE (F1) 118, 888 BBLS",363.8
Trafigura,"All Other Argentina Ports, Argentina","Port Of Anacortes, Anacortes, Washington",27.0,2709.0,354288.0,36,"125, 965. 550 BBLS MEDANITO CRUDE OIL 94, 401. 097 BBLS MEDANITO CRUDE OIL 94, 352. 386 BBLS MEDANITO CRUDE OIL 62, 934. 065 BBLS MEDANITO CRUDE OIL 46, 567. 311 BBLS MEDANITO CRUDE OIL 28, 300. 845 BBLS MEDANITO CRUDE OIL 22, 017. 180 BBLS MEDANITO CRUDE OIL 12, 567. 329 BBLS MEDANITO CRUDE OIL 314, 356. 527 BBLS MEDANITO CRUDE OIL 72, 971. 872 BBLS MEDANITO CRUDE OIL",363.5
Dubai Aluminium,"Abu Zabi, United Arab Emirates","Port of Long Beach, Long Beach, California",76.0,7601.0,12464.39,36,"PRIMARY ALUMINIUM HOMOGENISED IN EGA ALLOY 65 047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65058 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 69236 (EQUIVALENT TO SAPA 6061) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65058 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM HOMOGENISED IN EGA ALLOY 65 047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65058 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 69236 (EQUIVALENT TO SAPA 6061) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 69236 (EQUIVALENT TO SAPA 6061) TOTAL NO OF BUNDLES: 25 TOTAL NO OF PIECES: 75 TOTAL NET WEIGHT: 108. 141 MT TOTAL GROSS WEIGHT: 108. 487 MT DELIVERY NO: 80579392 ITEM NO: 000050 SO: 80724 SHIPMENT NUMBER: 178241 PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65058 (EQUIVALENT TO AA6063) TOTAL NO OF BUNDLES: 100 TOTAL NO OF PIECES: 379 TOTAL NET WEIGHT: 262. 108 MT TOTAL GROSS WEIGHT: 263. 149 MT DELIVERY NO: 80585676 -80585678 ITEM NO: 000010, 30- 40 SO: 81104 SHIPMENT NUMBER: 178193 PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 69236 (EQUIVALENT TO SAPA 6061) TOTAL NO OF BUNDLES: 25 TOTAL NO OF PIECES: 75 TOTAL NET WEIGHT: 108. 141 MT TOTAL GROSS WEIGHT: 108. 487 MT DELIVERY NO: 80579392 ITEM NO: 000050 SO: 80724 SHIPMENT NUMBER: 178241 PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65047 (EQUIVALENT TO AA6063) PRIMARY ALUMINIUM BILLET HOMOGENISED IN EGA A LLOY 65058 (EQUIVALENT TO AA6063) TOTAL NO OF BUNDLES: 100 TOTAL NO OF PIECES: 379 TOTAL NET WEIGHT: 262. 108 MT TOTAL GROSS WEIGHT: 263. 149 MT DELIVERY NO: 80585676 -80585678 ITEM NO: 000010, 30- 40 SO: 81104 SHIPMENT NUMBER: 178193 PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 66037 PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 69240 275 PIECES PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 65047 PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 66037 PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 69236 PRIMARY ALUMINUM BILLET HOMOGENIZED IN EGA AL LOY 69240 1730 PIECES PRIMARY ALUMINUM SOW INGOTS EGA CODE 19004 680 KG 717 PIECES",360.1
Emirates Aluminium (EGA),"Bilbao, Spain","Houston, Houston, Texas",73.0,7302.0,2296.1,36,"NEW RAILS 40FT ASCE 40 17 BUNDLES = 57, 570 KGS NEW RAILS 30FT ASCE 40 11 BUNDLES = 27, 938 KGS TOTAL 28 BUNDLES = 85, 508 KGS 3 BDL NEW RAILS 30FT 7370KG 4 BDL NEW RAILS 30FT 13606KG NEW RAIL 40FT NEW RAIL 30FT 4 BUNDLES= 13, 606 KGS NEW RAIL 40FT 10 BUNDLES= 45, 354 KGS NEW RAIL 30FT 5 BUNDLES= 10, 885 KGS NEW RAIL 40FT 12 BUNDLES= 39, 670 KGS NEW RAIL 30FT 4 BUNDLES= 10, 885 KGS NEW RAIL 40FT 12 BUNDLES= 43, 540 KGS NEW RAILS 30FT NEW RAIL 30 FT NEW RAIL 40 FT NEW RAIL 40FT 18 BUNDLES = 43. 540 KGS NEW RAIL 40FT 18 BUNDLES = 43. 540 KGS NEW RAIL 40FT 12 BUNDLES = 43. 540 KGS NEW RAIL 30FT 6 BUNDLES = 21. 770 KGS",360.0
PMI Trading,"Cayo Arcas, Mexico","Houston, Houston, Texas",27.0,2709.0,2732820.62,33,"577, 643 GBBLS MAYA CRUDE OIL 571, 019. 00 BBLS MAYA CRUDE OIL 560, 764. 00 BBLS MAYA CRUDE OIL 504, 936 BBLS MAYA CRUDE OIL 560, 764. 00 BBLS MAYA CRUDE OIL 566, 529. 00 BBLS MAYA CRUDE OIL 552, 620 BBLS GSV@60F MAYA CRUDE OIL API 21. 70 571, 608 BBLS MAYA CRUDE OIL 531, 962. 00 BBLS MAYA CRUDE OIL 567, 902. 000 BBLS MAYA CRUDE OIL",357.3
Marathon Petroleum,"Al Basrah, Iraq","Port of Long Beach, Long Beach, California",27.0,2709.0,5551057.03,30,"1, 968, 256 BBLS IRAQ CRUDE OIL (BASRAH MEDIUM) 958, 387 BBLS BASRAH MEDIUM CRUDE OIL 964, 989 BBLS BASRAH MEDIUM CRUDE OIL 958, 387 BBLS BASRAH MEDIUM CRUDE OIL 964, 989 BBLS BASRAH MEDIUM CRUDE OIL 1, 968, 256 BBLS IRAQ CRUDE OIL (BASRAH MEDIUM) IRAQ CRUDE OIL (BASRAH MRDIUM) APPROX. 1, 930, 412 BBLS 1, 930, 496 GBBLS IRAQ CRUDE (BASRAH MEDIUM) 994, 176 BBLS BASRAH MEDIUM CRUDE OIL 963, 912 BBLS BASRAH MEDIUM CRUDE OIL",355.5
Ecopetrol,"All Other Colombian Caribbean Region Ports, Colombia","Corpus Christi, Corpus Christi, Texas",27.0,2709.0,2512169.99,33,"549, 737 BBLS GSV@60F CASTILLA BELND CRUDE OIL 503, 125 BBLS GSV @ 60F CASTILLA BLEND CRUDE O 499, 915. 18 BBLS GSV@60F CASTILLA BLEND CRUDE 516, 992 BBLS GSV@60F CASTILLA BLEND CRUDE API 200, 955 BBLS GSV@60F MARES BLEND CRUDE OIL AP 552, 425 BBLS GSV@60F CASTILLA BLEND CRUDE OIL 552, 607 BBLS GSV@60F CASTILLA BLEND CRUDE OIL 200, 955 BBLS GSV@60F MARES BLEND CRUDE OIL AP 552, 425 BBLS GSV@60F CASTILLA BLEND CRUDE OIL 549, 737 BBLS GSV@60F CASTILLA BELND CRUDE OIL",355.1
Chevron,"High Seas,Gulf Of Mexico","Alabama State Port Authority, Mobile, Alabama",27.0,2709.0,1464205.6,34,"439, 010 BBLS GSV@60F EOCENE CRUDE OIL API 18. 240, 813 BBLS EOCENE CRUDE OIL 121, 985 BBLS ECOCENE CRUDE OIL 429, 996. 5 BBLS GSV@60F HEBRON CRUDE OIL API 2 332, 427 BBLS ECOCENE CRUDE OIL 332, 427 BBLS ECOCENE CRUDE OIL 429, 996. 5 BBLS GSV@60F HEBRON CRUDE OIL API 2 240, 813 BBLS EOCENE CRUDE OIL 121, 985 BBLS ECOCENE CRUDE OIL 439, 010 BBLS GSV@60F EOCENE CRUDE OIL API 18.",354.6
Irving Oil,"Saint John, Nb, Canada","Port Of Entry-Perth Amboy, Perth Amboy, New Jersey",27.0,2710.0,403148.0,35,"165, 000 BBLS WINTER REG RBOB 100, 000 BBLS WINTER REG RBOB 42, 000 BBLS ASPHALT 38, 000 BBLS ASPHALT 41, 000 BBLS ASPHALT 135, 000 BBLS SUMMER REG RBOB 35, 000 BBLS ASPHALT 165, 000 BBLS WINTER REG RBOB 100, 000 BBLS WINTER REG RBOB 42, 000 BBLS ASPHALT",354.0
Chevron,"Jose, Venezuela","Port of New Orleans, New Orleans, Louisiana",27.0,2709.0,2269624.33,33,"SPECIAL HAMACA BLEND WITHOUT CRACKED MATERIAL APPROX. 518, 845 BBLS SPECIAL HAMACA BLEND WITHOUT CRACKED MATERIAL 498, 631 BBLS DILUTED CRUDE OIL APPROX. 506, 134 BBLS SPECIAL HAMACA BLEND WITH CRACKED MATERIAL APPROX. 520, 901 BBLS DILUTED CRUDE OIL APPROX. 517, 963 BBLS DILUTED CRUDE OIL APPROX. 506, 134 BBLS SPECIAL HAMACA BLEND WITH CRACKED MATERIAL APPROX. 520, 901 BBLS DILUTED CRUDE OIL APPROX. 517, 963 BBLS SPECIAL HAMACA BLEND WITHOUT CRACKED MATERIAL APPROX. 518, 845 BBLS 515, 858 BBLS GSV@60F SPECIAL HAMACA BLEND WIT",352.7
Emirates Aluminium (EGA),"Manzanillo, Panama","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",84.0,8429.0,894.65,35,"PSO REF NO. 3G0370 MAIN BODY OF KOMATSU GD 555-5 W/2T&10""R 14R24 VUT BS W/4T&10""R 14 R24 VUT BS W/PUSH PLATE, W/4. 3M BLADE W/RIPP ER ASSY W/RIP SHANK&POINT W/CAB, ROPS, LOW, W/KOMTRAX W/KOMTRAX PRODUCT IDENTIFICATIO N NO. KMTGD025CPA056845 BODY NO. 56845 ENG INE NO. 26791458 L (CM) W (CM) H (CM) G/W(K GS) MEASURMENT(M3) 1003 0 88. 111544 BOL RATED MODELO: GD555-5 NUMERO DE SERIE: 56845 NUMERO DE MO TOR: 26791458 ANO DE FABRICACION: 2024 COLO R AMARILLO MOTONIVELADORA GD555-5 HS CODE: 842920 PSO REF NO. 3GK190 MAIN BODY OF KOMATSU GD 555-5 W/2T&10""R 14R24 VUT BS W/4T&10""R 14 R24 VUT BS W/PUSH PLATE, W/4. 3M BLADE W/RIPP ER ASSY W/RIP SHANK&POINT W/CAB, ROPS, LOW, W/KOMTRAX W/KOMTRAX PRODUCT IDENTIFICATIO N NO. KMTGD025HPA056799 BODY NO. 56799 ENG INE NO. 26789217 L (CM) W (CM) H (CM) G/W(K GS) MEASURMENT(M3) 1003 0 88. 111544 BOL RATED MODELO: GD555-5 NUMERO DE SERIE: 56799 NUMERO DE MO TOR: 26789217 ANO DE FABRICACION: 2023 COLO R AMARILLO MOTONIVELADORA GD555-5 HS CODE: 842920 PSO REF NO. 3EB980, 2GP360, 2ID150 MAIN BODY OF KOMATSU PC210LC-10M0 WITH BOX INSIDE THE CABIN PRODUCT IDENTIFICATION NO. KMTPC2 82EPC602101 BODY NO. 602101 ENGINE NO. 2678 7504 L (CM) W (CM) H (CM) G/W(KGS) MEASURMENT(M3) 955 7 88. 53614 PSO ATT KIT L (CM) W (CM) H (CM) G/W(KGS) MEASURMENT(M3) 318 88 39 380 1. 091376 BOL RATED MODELO: PC210LC-10 M0 NUMERO DE SERIE: 602101 NUMERO DE MOTOR: 26787504 ANO DE FABRICACION: 2023 COLOR AM ARILLO EXCAVADORA HIDRAULICA PC210LC-10M0 H S CODE: 842952 PSO REF NO. 3GC720 MAIN BODY OF KOMATSU PC 210LC-10M0 WITH BOX INSIDE THE CABIN PRO DUCT IDENTIFICATION NO. KMTPC282APC602109 B ODY NO. 602109 ENGINE NO. 26788237 L (CM) W (CM) H (CM) G/W(KGS) MEASUR MENT(M3) 955 308 304 221 27 89. 41856 BOL RATED MODELO: PC210LC-10M0 NUMERO DE S ERIE: 602109 NUMERO DE MOTOR: 26788237 ANO DE FABRICACION: 2023 COLOR AMARILLO EXCAVAD ORA HIDRAULICA PC210LC-10M0 HS CODE: 842952 PSO REF NO. 4D3250 MAIN BODY OF KOMATSU GD 535-5 W/2T&10""R 14R24 VUT BS W/4T&10""R 14 R24 VUT BS LESS COUNTER WEIGHT W/4. 3M BLADE, W/REAR WEIGHT W/CAB, ROPS, LOW, W/KOMTRAX W /KOMTRAX PRODUCT IDENTIFICATION NO. KMTGD 033LRA002207 BODY NO. 2207 ENGINE NO. 26802 025 L (CM) W (CM) H ( CM) G/W(KGS) MEASURMENT(M3) 967 0 7 7. 674275 BOL RATED MODELO: GD555-5 NU MERO DE SERIE: 2207 NUMERO DE MOTOR: 2680202 5 ANO DE FABRICACION: 2024 COLOR AMARILLO MOTONIVELADORA GD535-5 HS CODE: 842920 PSO REF NO. 4D1370 MAIN BODY OF KOMATSU PC 210LC-10M0 WITH BOX INSIDE THE CABIN PRO DUCT IDENTIFICATION NO. KMTPC282KRC602270 B ODY NO. 602270 ENGINE NO. 26800368 L (CM) W (CM) H (CM) G/W(KGS) MEASUR MENT(M3) 955 308 304 221 27 89. 41856 BOL RATED MODELO: PC210LC-10M0 NUMERO DE SE RIE: 602270 NUMERO DE MOTOR: 26800368 ANO D E FABRICACION: 2024 COLOR AMARILLO EXCAVADO RA PC210LC-10M0 HS CODE: 842952 PSO REF NO. 4CB650 MAIN BODY OF KOMATSU PC 300-8M2 WITH BOX INSIDE THE CABIN PRODUCT IDENTIFICATION NO. KMTPC247VRC084263 BODY N O. 84263 ENGINE NO. 895628 L (CM) W (CM) H (CM) G/W(KGS) MEASURMENT(M3) 1114 7 120. 580474 BOL RAT ED MODELO: PC300-8M2 NUMERO DE SERIE: 8426 3 NUMERO DE MOTOR: 895628 ANO DE FABRICACIO N: 2024 COLOR AMARILLO EXCAVADORA PC300-8M2 HS CODE: 842952 PSO REF NO. 4D3250 MAIN BODY OF KOMATSU GD 535-5 W/2T&10""R 14R24 VUT BS W/4T&10""R 14 R24 VUT BS LESS COUNTER WEIGHT W/4. 3M BLADE, W/REAR WEIGHT W/CAB, ROPS, LOW, W/KOMTRAX W /KOMTRAX PRODUCT IDENTIFICATION NO. KMTGD 033LRA002207 BODY NO. 2207 ENGINE NO. 26802 025 L (CM) W (CM) H ( CM) G/W(KGS) MEASURMENT(M3) 967 0 7 7. 674275 BOL RATED MODELO: GD555-5 NU MERO DE SERIE: 2207 NUMERO DE MOTOR: 2680202 5 ANO DE FABRICACION: 2024 COLOR AMARILLO MOTONIVELADORA GD535-5 HS CODE: 842920 PSO REF NO. 4D1370 MAIN BODY OF KOMATSU PC 210LC-10M0 WITH BOX INSIDE THE CABIN PRO DUCT IDENTIFICATION NO. KMTPC282KRC602270 B ODY NO. 602270 ENGINE NO. 26800368 L (CM) W (CM) H (CM) G/W(KGS) MEASUR MENT(M3) 955 308 304 221 27 89. 41856 BOL RATED MODELO: PC210LC-10M0 NUMERO DE SE RIE: 602270 NUMERO DE MOTOR: 26800368 ANO D E FABRICACION: 2024 COLOR AMARILLO EXCAVADO RA PC210LC-10M0 HS CODE: 842952 PSO REF NO. 4CB650 MAIN BODY OF KOMATSU PC 300-8M2 WITH BOX INSIDE THE CABIN PRODUCT IDENTIFICATION NO. KMTPC247VRC084263 BODY N O. 84263 ENGINE NO. 895628 L (CM) W (CM) H (CM) G/W(KGS) MEASURMENT(M3) 1114 7 120. 580474 BOL RAT ED MODELO: PC300-8M2 NUMERO DE SERIE: 8426 3 NUMERO DE MOTOR: 895628 ANO DE FABRICACIO N: 2024 COLOR AMARILLO EXCAVADORA PC300-8M2 HS CODE: 842952",350.0
PMI Trading,"Dos Bocas, Mexico","Houston, Houston, Texas",27.0,2709.0,2523413.63,32,"498, 001 BBLS ISTHMUS CRUDE OIL MAYA CRUDE OIL 522, 798 BBLS MAYA CRUDE OIL 569, 726 BBLS 524, 798 BBLS GSV@60F MAYA CRUDE OIL API 22. 20 MAYA CRUDE OIL 522, 798 BBLS 511, 861 BBLS GSV @ 60F MAYA CRUDE OIL API. 21 550, 425 BBLS GSV@60F MAYA CRUDE OIL API 22. 00 500, 751 BBLS GSV @ 60F MAYA CRUDE OIL API. 21 511, 861 BBLS GSV @ 60F MAYA CRUDE OIL API. 21 582, 851. 60 BBLS GSV@60F MAYA CRUDE OIL API 21",345.2
