Source,Target,Relationship_Type,Shipments,Tons
Angola Lng Ltd.,"GEORGE E. WARREN  LLC
3001 OCEAN DRIVE, SUITE 230, VERO BEACH, FL 32963, MICHAEL BLOCH 772-643-3355",Shipper→NotifyParty,2,21008.0
Sonangol Gas E Enrgias,"GEORGE E. WARREN  LLC
3001 OCEAN DRIVE, SUITE 230, VERO BEACH, FL 32963, MICHAEL BLOCH 772-643-3355",Consignee→NotifyParty,2,21008.0
Trafigura,"NYSTAR CLARKSVILLE INC
1800 ZINC PLANT ROAD, CLARKSVILLE, TN 37040",Shipper→NotifyParty,2,21007.62
Nyrstar Clarksville,"NYSTAR CLARKSVILLE INC
1800 ZINC PLANT ROAD, CLARKSVILLE, TN 37040",Consignee→NotifyParty,2,21007.62
Kukdo Chemical Co.,Kukdo Chemical America Inc.,Shipper→Consignee,8,21005.96
Nitrogen 2000 Unlimited,"KOCH TAFT
226 HIGHWAY 3142, HAHNVILLE LA 70057 US",Shipper→NotifyParty,1,21002.0
Lafarge Canada Smelter Bay Quarry,Meekhoffs Lakeside Dock,Shipper→Consignee,1,21000.0
"Cofco International (Beijing) Co., Ltd.",Pan American Grain Mfg. Co. Inc.,Shipper→Consignee,1,21000.0
Cofco International (Veijing) Ltd.,Pan American Grain Mfg. Co. Inc.,Shipper→Consignee,1,21000.0
Lafarge Canada Smelter Bay Quarry,Lafarge Terminal Dock,Shipper→Consignee,1,21000.0
"Cofco International (Beijing) Co., Ltd.","PAN AMERICAN GRAIN MFG, CO., INC.
NO. 9 CLAUDIA STREET, AMELIA IND PARK, GUAYNABO, PUERTO RICO 00968",Shipper→NotifyParty,1,21000.0
Cofco International (Veijing) Ltd.,"PAN AMERICA GRAIN COMPANY
AMELIA INDUSTRIAL PARK, CLAUDIA STREET # 9, GUAYNABO, PR 00968",Shipper→NotifyParty,1,21000.0
Eurochem North America Corp.,"FERTISTREAM DMCC
1 JLT PODIUM 2, JUMEIRAH LAKE TOWERS, DUBAI UAE",Consignee→NotifyParty,1,20999.5
Agropolychim Jsc,"FERTISTREAM DMCC
1 JLT PODIUM 2, JUMEIRAH LAKE TOWERS, DUBAI UAE",Shipper→NotifyParty,1,20999.5
Agropolychim Jsc,Eurochem North America Corp.,Shipper→Consignee,1,20999.5
Nobian Industtrial Chemicals Bv,"UNIVAR SOLUTIONS USA INC
221 BOSTON POST ROAD EAST 220, MARLBOROUGH MA 01752 USA",Shipper→NotifyParty,4,20999.16
Univar Solution Usa Inc.,"UNIVAR SOLUTIONS USA INC
221 BOSTON POST ROAD EAST 220, MARLBOROUGH MA 01752 USA",Consignee→NotifyParty,4,20999.16
Kenwal Steel Corp.,"MASTERPIECE INTERNATIONAL
147-31 176 TH STREET 2ND FLOOR, 300 CORPORATE DRIVE, PITTSBURG PA 15108 USA",Consignee→NotifyParty,29,20997.18
Rukert Terminals Corp.,"RUKERTS TERMINALS CORPORATION
2021 SOUTH CLINTON STREET, BALTIMORE, MD 21224",Consignee→NotifyParty,4,20992.42
Rio Tinto Alcan Inc.,"RUKERTS TERMINALS CORPORATION
2021 SOUTH CLINTON STREET, BALTIMORE, MD 21224",Shipper→NotifyParty,4,20992.42
Hydro Aluminium As,"Tradepoint Terminals, LLC
6995 Bethlehem Blvd, Baltimore MD US 21219",Shipper→NotifyParty,2,20991.6
Hydro Aluminium A.S.,"Tradepoint Terminals, LLC
6995 Bethlehem Blvd, Baltimore MD US 21219",Consignee→NotifyParty,2,20991.6
Royal El Minya Cement Co.,"INTEGRITY CUSTOMS BROKERAGE 2900
NORTH LOOP WEST FWY, SUITE 800, HOUSTON, TX 77092 USA IMPORTS@INT, EGRITYCHB.COM TEL: 281.319.0270",Shipper→NotifyParty,6,20990.0
Hydro Aluminium As,"Tradepoint Terminals, LLC
6995 Bethlehem Blvd, Baltimore MD US 21219

;

Charter Brokerage, LLC
125 Avenue, Ste.1800 Metals:, Metals@Charterbrokerage.net, New York NY US 10017, (212)363-9300 X 1042",Shipper→NotifyParty,6,20988.0
Hydro Aluminium A.S.,"Tradepoint Terminals, LLC
6995 Bethlehem Blvd, Baltimore MD US 21219

;

Charter Brokerage, LLC
125 Avenue, Ste.1800 Metals:, Metals@Charterbrokerage.net, New York NY US 10017, (212)363-9300 X 1042",Consignee→NotifyParty,6,20988.0
Wuchan Zhongda International Group,"WUCHAN ZHONGDA INTERNATIONAL GROUP
NO.445 KAIXUAN ROAD, HANGZHOU, CHINA, EMAIL: SHAOWW@WZGROUP.CN",Consignee→NotifyParty,2,20982.0
Gibralter Mines Ltd.,"WUCHAN ZHONGDA INTERNATIONAL GROUP
NO.445 KAIXUAN ROAD, HANGZHOU, CHINA, EMAIL: SHAOWW@WZGROUP.CN",Shipper→NotifyParty,2,20982.0
Gibralter Mines Ltd.,Wuchan Zhongda International Group,Shipper→Consignee,2,20982.0
Cnhi International S A,"FEDEX TRADE NETWORKS TRANSPORT & BR
810 CROMWELL PARK DRIVE  SUITE E, PHONE  +1 410  766 0040, GLEN BURNIE MD US",Shipper→NotifyParty,171,20979.41
Siderurgica Itabirito Ltda,Host Agency,Shipper→Consignee,6,20974.0
Hoa Sen Group,Optima Steel International Llc,Shipper→Consignee,41,20970.41
The Dow Chemical Co.,"GEODIS USA INC
5101 S BROAD ST PHILADELPHIA PA, 19112 1404 UNITED STATES",Consignee→NotifyParty,10,20959.48
Sociedad Contractual Minera El Abra,Mitsubishi Internatio,Shipper→Consignee,29,20928.98
Jp Morgan Chase Bank Na,"DESTILERIA SERRALLES INC C/O
ED& F MAN LIQUID PRODUCTS LLC, 365 CANAL STREET SUITE 2929, NEW ORLEANSLA 70130, TEUS",Consignee→NotifyParty,3,20920.559999999998
Irving Oil,Russel Standard Corp.,Shipper→Consignee,2,20904.0
Jsc Azot,"EUROCHEM NORT AMERICA
2502 N ROCKY POINT DRIVE, SUITE 510, TAMPA, FL  33607, 813 549 3400",Shipper→NotifyParty,1,20900.0
Eurochem North America Corp.,"EUROCHEM NORT AMERICA
2502 N ROCKY POINT DRIVE, SUITE 510, TAMPA, FL  33607, 813 549 3400",Consignee→NotifyParty,1,20900.0
Mount Polley Mining Corp.,"LS MNM INC
70 DAEJEONG-RI ONSAN-EUP, ULJU-GUN ULSAN 689-890, SOUTH KOREA",Shipper→NotifyParty,2,20884.0
Ls Mnm Inc.,"LS MNM INC
70 DAEJEONG-RI ONSAN-EUP, ULJU-GUN ULSAN 689-890, SOUTH KOREA",Consignee→NotifyParty,2,20884.0
Mount Polley Mining Corp.,Ls Mnm Inc.,Shipper→Consignee,2,20884.0
Blackline Marketing Llc,"BLACKLINE MARKETING LLC
10200 GROGANS MILL RD STE 510 77380, THE WOODLANDS TX USA",Consignee→NotifyParty,6,20882.36
Akz Ltd.,"AXXESS INTERNATIONAL INC
100 WALNUT STREET, CHAMPLAINNY 12919, US, TE518-208-4007",Shipper→NotifyParty,10,20869.68
Emirates Aluminium (EGA),Osborne Concrete And Stone,Shipper→Consignee,4,20865.26
Yara North America,"YARA NORTH AMERICA, INC
100 NORTH TAMPA ST,SUITE 3200, PO BOX 24926, TAMPA, FL 33602 PH:813-222-3803",Consignee→NotifyParty,7,20824.2
ExxonMobil,Tereftalatos Mexicanos S.A. De C.V.,Shipper→Consignee,2,20792.0
Avg Siderurgia Ltda,Host Agency,Shipper→Consignee,6,20792.0
Tereftalatos Mexicanos S.A. De C.V.,"TEREFTALATOS MEXICANOS, S.A. DE C.V
PREDIO BUENA VISTA DE TORRES S/N, COSOLEACAQUE, VERACRUZ, MEXICO, CP 96346",Consignee→NotifyParty,2,20792.0
ExxonMobil,"TEREFTALATOS MEXICANOS, S.A. DE C.V
PREDIO BUENA VISTA DE TORRES S/N, COSOLEACAQUE, VERACRUZ, MEXICO, CP 96346",Shipper→NotifyParty,2,20792.0
Sumitomo Corporation,Servilamina Summit Mexicana,Shipper→Consignee,32,20768.3
Servilamina Summit Mexicana,"SERVILAMINA SUMMIT MEXICANA SA
AP 5-57 ACCESSO III NO 15-A FRAC, QUERETARO, MX,, TE52-442-218-0863",Consignee→NotifyParty,32,20768.3
Sumitomo Corporation,"SERVILAMINA SUMMIT MEXICANA SA
AP 5-57 ACCESSO III NO 15-A FRAC, QUERETARO, MX,, TE52-442-218-0863",Shipper→NotifyParty,32,20768.3
Merichem Co.,"MERICHEM COMPANY
5455 OLD SPANISH TRAIL HOUSTON TX, 77023 USA",Shipper→NotifyParty,10,20767.260000000002
Merichem Co.,"MERICHEM COMPANY
5455 OLD SPANISH TRAIL HOUSTON TX, 77023 USA",Consignee→NotifyParty,10,20767.260000000002
Darlene Johnson Imp. Manager D J,"DARLENE JOHNSON IMPORT MANAGER D.J.
205 ST LOUIS STREET MOBILE,, DARLENE.JOHNSONATDJPOWERS.COM, 36602 251-300-3783",Consignee→NotifyParty,23,20759.22
Cargill Sociedad Anonima Comercial,"PAN AMERICAN GRAIN COMPANY
AMELIA INDUSTRIAL PARK CLAUDIA, STREET 9 GUAYNABO PR 00968",Shipper→NotifyParty,2,20758.9
Cargill Sociedad Anonima Comercial,Pan American Grain Mfg. Co. Inc.,Shipper→Consignee,2,20758.9
Pan American Grain Mfg. Co. Inc.,"PAN AMERICAN GRAIN COMPANY
AMELIA INDUSTRIAL PARK CLAUDIA, STREET 9 GUAYNABO PR 00968",Consignee→NotifyParty,2,20758.9
Minerals Us Llc,"CJ INTERNATIONAL
519 ELLWOOD AVE, BALTIMORE, MD 21224, PH 410-563-6020",Consignee→NotifyParty,5,20756.0
Afro Minerals Trading Ag,"CJ INTERNATIONAL
519 ELLWOOD AVE, BALTIMORE, MD 21224, PH 410-563-6020",Shipper→NotifyParty,5,20756.0
Afro Minerals Trading Ag,Minerals Us Llc,Shipper→Consignee,5,20756.0
Metsaliitto Cooperative,"GEODIS USA INC
5101 BROAD STREET, PHILADELPHIA PA 19112 US",Shipper→NotifyParty,80,20746.24
Metsa Wood Usa Inc.,"GEODIS USA INC
5101 BROAD STREET, PHILADELPHIA PA 19112 US",Consignee→NotifyParty,80,20746.24
Trafigura,Sunoco Llc,Shipper→Consignee,1,20745.0
World Fuel Services,"WORLD FUEL SERVICES INC
9800 NW 41ST STREET STE 400 MIAMI, FL 33178 USA",Consignee→NotifyParty,1,20745.0
Chevron,"WORLD FUEL SERVICES INC
9800 NW 41ST STREET STE 400 MIAMI, FL 33178 USA",Shipper→NotifyParty,1,20745.0
Trafigura,"SUNOCO LLC
3805 WEST CHESTER PIKE NEWTOWN, SQUARE PA 19073",Shipper→NotifyParty,1,20745.0
Merichem Co.,"MERICHEM COMPANY
601 SAWYER ST SUITE 205 HOUSTON TX, 77007 USA",Shipper→NotifyParty,10,20743.92
Toyota De Puerto Rico Corp.,"1)TOYOTA DE PUERTO RICO CORP.
1064, MUNOZ RIVERA AVE. RIO, PIEDRAS SAN JUAN, PR 00927",Consignee→NotifyParty,67,20733.29
Toyota Motor Corporation,"1)TOYOTA DE PUERTO RICO CORP.
1064, MUNOZ RIVERA AVE. RIO, PIEDRAS SAN JUAN, PR 00927",Shipper→NotifyParty,67,20733.29
Hartree Metals Llc,"YUNNAN TIN CO.  LTD.
YUNNAN TIN CO.  LTD. USCC 915300007, 134002589 TEL  86 871-64983240., KUNMING CN",Shipper→NotifyParty,2,20712.42
"Yunnan Tin Co., Ltd.","YUNNAN TIN CO.  LTD.
YUNNAN TIN CO.  LTD. USCC 915300007, 134002589 TEL  86 871-64983240., KUNMING CN",Consignee→NotifyParty,2,20712.42
Hartree Metals Llc,"Yunnan Tin Co., Ltd.",Shipper→Consignee,2,20712.42
Traxys Europe Sa,The Chemours Co. Fc Llc,Shipper→Consignee,2,20710.0
Toyota Motor Corporation,"TOYOTA MOTOR SALES U.S.A., INC.
6565 HEADQUARTERS DRIVE, PLANO,, TEXAS 75024 U.S.A., PLANO                TX          US",Shipper→NotifyParty,12,20709.5
Bunge Loders Croklaan,"BUNGE LODERS CROKLAAN LLC
24708 W DURKEE ROAD CHANNAHON IL, 60410 USA",Consignee→NotifyParty,26,20708.72
Canpotex Ltd.,Ocp Nutricrops S.A.,Shipper→Consignee,1,20700.0
Canpotex Ltd.,"OCP NUTRICROPS S.A.
COMPLEXE JORF LASFAR BP 118, PROVINCE EL JADIDA, 24025 MOROCCO",Shipper→NotifyParty,1,20700.0
Ocp Nutricrops S.A.,"OCP NUTRICROPS S.A.
COMPLEXE JORF LASFAR BP 118, PROVINCE EL JADIDA, 24025 MOROCCO",Consignee→NotifyParty,1,20700.0
Pt . Pelita Agung,"CARGILL INC. C/O GEODIS
THE NAVY YARD 5101 S BROAD STREET, PHILADELPHIA PA 19112 USA, 267-570-2939",Consignee→NotifyParty,13,20700.0
Pt . Pelita Agung,Pt . Pelita Agung,Shipper→Consignee,13,20700.0
"Nissan Motor Co., Ltd.",Nissan Mexicana S.A. De C.V.,Shipper→Consignee,61,20681.74
Societe Generale,"ASSOCIATED ASPHALT DISTRIBUTION LLC
110 FRANKLIN ROAD SUITE 900, ROANOKE, VA 24011",Consignee→NotifyParty,2,20676.0
Cepsa Trading Sau,Delaware City Refining,Consignee→NotifyParty,2,20653.0
Citgo,"GLOBAL COMPANIES LLC
800 SOUTH STR, PO BOX 9161, WALTHAM MA02454 US",Consignee→NotifyParty,1,20644.0
Equinor Asa,"GLOBAL COMPANIES LLC
800 SOUTH STR, PO BOX 9161, WALTHAM MA02454 US",Shipper→NotifyParty,1,20644.0
Nissan Mexicana S.A. De C.V.,"NISSAN MEXICANA S.A. DE C.V.
Avda Insurgentes Sur 1958, Colonia Florida, Mexico, 01030, Mexico",Consignee→NotifyParty,57,20643.36
"Nissan Motor Co., Ltd.","NISSAN MEXICANA S.A. DE C.V.
Avda Insurgentes Sur 1958, Colonia Florida, Mexico, 01030, Mexico",Shipper→NotifyParty,57,20643.36
Valaris Rig 75,"GAC NORTH AMERICA - AMS
2 INTERNATIONAL PLAZA, SUITE 600, PHILADELPHIA PA19113 US",Consignee→NotifyParty,17,20639.320000000003
Energy Eg Co.,Ame Salt Llc,Shipper→Consignee,3,20620.56
Okuma America Corporation,"OKUMA AMERICA CORPORATION
11900 WESTHALL DRIVE, CHARLOTTE NC28278 US",Consignee→NotifyParty,1249,20615.77
Okuma Corporation,"OKUMA AMERICA CORPORATION
11900 WESTHALL DRIVE, CHARLOTTE NC28278 US",Shipper→NotifyParty,1249,20615.77
Vane Line Bunkering Inc.,Marathon Petroleum,Shipper→Consignee,3,20600.0
Vane Line Bunkering Inc.,Marathon Petroleum,Shipper→NotifyParty,3,20600.0
"Immadi E Commerce Pvt., Ltd.","DAMCO USA INC (NEW YORK)
13333 BROOKVILLE BLVD, ROSEDALENY 11422, US",Shipper→NotifyParty,12,20594.16
Ilim Nordic Timber,Sherwood Lumber,Shipper→Consignee,20,20578.2
Valaris Rig 75,Valaris Rig 75,Shipper→Consignee,6,20566.96
General Motors Corp.,"GENERAL MOTORS
300 RENAISSANCE CENTER MC, 482-C13-C96, DETROITMI 48265, TEUS",Consignee→NotifyParty,38,20566.0
Gs Caltex Corporation,Mufg,Shipper→Consignee,2,20550.92
Valaris Rig 75,"GAC NORTH AMERICA - AMS
2 INTERNATIONAL PLAZA, SUITE 600, PHILADELPHIA PA19113 US",Shipper→NotifyParty,4,20545.4
Compania Azucarera Tres Valles,Quality Liquid Feeds,Shipper→Consignee,4,20532.0
Yara Sluiskil B.V.,"YARA NORTH AMERICA, INC.,
100 N. TAMPA STREET, SUITE 3200,, TAMPA,FL 33602 USA",Shipper→NotifyParty,6,20530.46
Yara North America,"YARA NORTH AMERICA, INC.,
100 N. TAMPA STREET, SUITE 3200,, TAMPA,FL 33602 USA",Consignee→NotifyParty,6,20530.46
Aguia Florestal Industries De Madeiras Lt,"J.W. Allen & Co., Inc.
Building 7D, Suite 800, 200 Crofton Road, Kenner, Louisiana, 70062-8305, United States",Shipper→NotifyParty,98,20519.06
Wilmar Edible Oils Philippines Inc.,"AAK USA RICHMOND CORP.
1145 HARBOUR WAY, SOUTH RICHMONDCA 94804, US, TE510-237-7660",Consignee→NotifyParty,16,20502.81
Viterra Argentina S.A.,Viterra Argentina S.A.,Shipper→Consignee,4,20500.0
Empire Gas Co. Inc.,"EMPIRE GAS COMPANY INC
PO BOX 36365 SAN JUAN, SAN JUAN 00936 PR",Consignee→NotifyParty,2,20486.0
Geogas Trading Sa,"EMPIRE GAS COMPANY INC
PO BOX 36365 SAN JUAN, SAN JUAN 00936 PR",Shipper→NotifyParty,2,20486.0
Yarn Porsgrunn,"YARA NORTH AMERICA, INC.,
100 NORTH TAMPA STREET, SUITE 3200,, TAMPA,FLORIDA 33602,USA., CONTACT PERSON: LEIGH RAYNER",Shipper→NotifyParty,6,20477.78
Cia Espanola De Petroleos Sa,Delaware City Refining,Shipper→Consignee,1,20444.0
Tereftalatos Mexicanos S.A. De C.V.,"TEREFTALATOS MEXICANOS,S.A. DE C.V.
PREDIO BUENA VISTA DE TORRES S/N, COATZACOALCOS VE96346 MX",Consignee→NotifyParty,4,20444.0
Braskem S.A.,Tereftalatos Mexicanos S.A. De C.V.,Shipper→Consignee,4,20444.0
Braskem S.A.,"TEREFTALATOS MEXICANOS,S.A. DE C.V.
PREDIO BUENA VISTA DE TORRES S/N, COATZACOALCOS VE96346 MX",Shipper→NotifyParty,4,20444.0
"Samsung Sdi Co., Ltd.",Florida Power & Light Co.,Shipper→Consignee,14,20423.86
Promet Steel Jsc Bulgaria,1 Stamford Steel Corp. 8 Wright,Shipper→Consignee,4,20402.0
Promet Steel Jsc Bulgaria,"1-STAMFORD STEEL CORP.8 WRIGHT
STREET UNIT 107, WESTPORT CT, 06880, 2-ATA STEEL CORP. 101 ROSEVILLE RD,, WEST PORT, CT, 06880",Shipper→NotifyParty,4,20402.0
1 Stamford Steel Corp. 8 Wright,"1-STAMFORD STEEL CORP.8 WRIGHT
STREET UNIT 107, WESTPORT CT, 06880, 2-ATA STEEL CORP. 101 ROSEVILLE RD,, WEST PORT, CT, 06880",Consignee→NotifyParty,4,20402.0
Davao Bay Coconut Oil Mills Inc.,"AAK USA INC.
499 THORNALL STREET, 5TH FLOOR, ATTN: JASON JUBAKN 08837, TE972 344 1300",Shipper→NotifyParty,4,20400.79
Davao Bay Coconut Oil Mills Inc.,"AAK USA INC.
499 THORNALL STREET, 5TH FLOOR, ATTN: JASON JUBAKN 08837, TE972 344 1300",Consignee→NotifyParty,4,20400.79
Pt . Pacrim Nusantara Lestari Foods,"CARGILL INCORPORATED CARE OFF
GEODIS 5101 SOUTH BROAD STREET, PHILADELPHIA PA 19112 USA",Shipper→NotifyParty,12,20399.6
Pt . Pacrim Nusantara Lestari Foods,Cargill Inc. Care Off,Shipper→Consignee,12,20399.6
Biodiesel Bilbao S.L.,"GREENAMERICA BIOFUELS LLC
20 GREENWAY PLAZA SUITE 300 HOUSTON, TEXAS 77046 UNITED STATES OF, AMERICA",Shipper→NotifyParty,2,20395.56
Wilmar Edible Oils Philippines Inc.,Archer Daniels Midland Co.,Shipper→Consignee,3,20377.670000000002
Rio Energy International,"RIO ENERGY INTERNATIONAL INC
5718 WESTHEIMER RD SUITE 1806, HOUSTON TX 77057",Consignee→NotifyParty,2,20373.2
Rio Energy International,"RIO ENERGY INTERNATIONAL INC
5718 WESTHEIMER RD SUITE 1806, HOUSTON TX 77057",Shipper→NotifyParty,2,20373.2
Nyrstar Belgium Nv,"INTEROCEAN CORPORATION
7 RENAISSANCE SQUARE 7TH FLOOR, WHITE PLAINS, NY 10601",Shipper→NotifyParty,1,20365.2
Pbb Polisur S.A.,The Dow Chemical Co.,Shipper→Consignee,9,20363.25
Thyssenkrupp Rasselstein Gmb H,Crown Cork Seal (Aurora),Shipper→Consignee,195,20352.65
Crown Cork Seal (Aurora),"THYSSENKRUPP STEEL NORTH AMERICA
22355 W. 11 MILE ROAD, SOUTHFIELD MI48033 USPEGGY LEANZA TE(248) 838-1651",Consignee→NotifyParty,195,20352.65
Idemitsu Apollo,"DELTA WESTERN
2700 WEST COMMODORE WAY, SEATTLE WA98199 USWYATT MORGAN TE907-265-3825",Consignee→NotifyParty,1,20352.0
Idemitsu Apollo,"DELTA WESTERN
2700 WEST COMMODORE WAY, SEATTLE WA98199 USWYATT MORGAN TE907-265-3825",Shipper→NotifyParty,1,20352.0
Skoda Auto Volkswagen India Pvt.,"Volkswagen De Mexico S.A. De C.V.
Km 116, Autopista Mexico Puebla, San Lorenzo Almecatla, Puebla, 72700, Mexico",Shipper→NotifyParty,14,20347.0
Skoda Auto Volkswagen India Pvt.,Volkswagen De Mexico S.A. De C.V.,Shipper→Consignee,14,20347.0
Pompeian Inc.,"OVERSEAS FOOD TRADING LTD
2200, Fletcher Avenue, Suite 34, Fort Lee, New Jersey, 07024, United States",Consignee→NotifyParty,55,20343.0
"Histeel Co., Ltd.","1)HUG STEEL GROUP
7671 9TH ST UNIT 2, BUENA PARK CA 90621, TEL)714-266-0067 - 714-266-0130, SHIPPING@HUGSTEELGR  OUP.COM",Shipper→NotifyParty,118,20342.6
"Tpi Composites India Pvt., Ltd.",Vestas American Wind,Shipper→Consignee,27,20341.27
Reliance Industries,"INEOS US CHEMICALS COMPANY
4201 WINFIELD ROAD, WARRENVILLE IL60555 US

;

CHARTER BROKERAGE
125 PARK AVE, 18TH FLOOR, NEW YORK NY10017 US",Shipper→NotifyParty,4,20320.0
Ineos Us Chemicals Co.,"INEOS US CHEMICALS COMPANY
4201 WINFIELD ROAD, WARRENVILLE IL60555 US

;

CHARTER BROKERAGE
125 PARK AVE, 18TH FLOOR, NEW YORK NY10017 US",Consignee→NotifyParty,4,20320.0
Reliance Industries,Ineos Us Chemicals Co.,Shipper→Consignee,4,20320.0
Ferlink S.A.,Intermetal International Metal,Shipper→Consignee,10,20297.190000000002
"Gmb Korea Industries Co., Ltd.","GENERAL MOTORS
300 RENAISSANCE CENTER MC, 482-C13-C96, DETROITMI 48265, TEUS",Shipper→NotifyParty,36,20297.18
American Chrome And Chemicals,"AMERICAN CHROME AND CHEMICALS INC
5408 HOLLY SHELTER ROAD CASTLE, HAYNE NC 28429 USA",Consignee→NotifyParty,1,20295.06
"Ore And Metal Co., Ltd.","AMERICAN CHROME AND CHEMICALS INC
5408 HOLLY SHELTER ROAD CASTLE, HAYNE NC 28429 USA",Shipper→NotifyParty,1,20295.06
ArcelorMittal,Ubs Switzerland Ag,Shipper→Consignee,14,20275.96
ArcelorMittal,"DUFERCO STEEL LLC
800 GESSNER RD. SUITE 1150, HOUSTON TX US 77024",Shipper→NotifyParty,14,20275.96
Ubs Switzerland Ag,"DUFERCO STEEL LLC
800 GESSNER RD. SUITE 1150, HOUSTON TX US 77024",Consignee→NotifyParty,14,20275.96
Totsa Total Oil Trading,"COLONIAL OIL INDUSTRIES
5401 EVERGREEN AVE, JACKSONVILLE FL32099 USMICHAEL CARNAIRE TE912-236-1331",Consignee→NotifyParty,2,20268.0
Totsa Total Oil Trading S.A.,"COLONIAL OIL INDUSTRIES
5401 EVERGREEN AVE, JACKSONVILLE FL32099 USMICHAEL CARNAIRE TE912-236-1331",Shipper→NotifyParty,2,20268.0
Ingenio La Union Sa,"ED&F MAN LIQUID PRODUCTS LLC
365 CANAL STREET, SUITE 2929, NEW ORLEANS, LOUISIANA 70130 - USA, TIM GEORGES / 504-390-5486",Shipper→NotifyParty,4,20245.86
Ingenio La Union Sa,Jpmorgan Chase Bank N.A.,Shipper→Consignee,4,20245.86
Optima Steel International Llc,"OPTIMA STEEL INTERNATIONAL LLC
508 S. MAIN ST,, SUITE 504, ZELIENOPLEPA 16063, TEUS",Consignee→NotifyParty,58,20245.47
"Fab Industries Pvt., Ltd.","V. ALEXANDER AND CO., INC.
22, Century Boulevard, Nashville, Tennessee, 37214, United States",Shipper→NotifyParty,22,20242.76
"Fab Industries Pvt., Ltd.",Gamechanga Solar Corp.,Shipper→Consignee,22,20242.76
Seah Steel America Inc.,"SEAH STEEL AMERICA, INC.
2100 MAIN STREET, SUITE 100, IRVINE, CA 92614 USA, TEL:949-655-8000  FAX:949-655-8030",Consignee→NotifyParty,113,20242.01
Sibelco Nordic As,"PROJECT VESTA PBC
584 CASTRO STREET # 2054, ATTN: TIM DIERZE, SAN FRANCISCOCA 94114, TEUS",Shipper→NotifyParty,2,20207.72
Sibelco Nordic As,Project Vesta Pbc,Shipper→Consignee,2,20207.72
Project Vesta Pbc,"PROJECT VESTA PBC
584 CASTRO STREET # 2054, ATTN: TIM DIERZE, SAN FRANCISCOCA 94114, TEUS",Consignee→NotifyParty,2,20207.72
General Motors De Mexico,"General Motors De Mexico S.A. De C.V.
Av Ejercito Nacional 843, Colonia Granada, Del. Miguel Hidalgo, Mexico Df, 11520, Mexico",Consignee→NotifyParty,56,20204.98
St. Mary's Cement Corp.,"COASTAL CEMENT CORPORATION
36 DRYDOCK AVE. #1, BOSTONMA 02210, US, TE803-809-4552",Shipper→NotifyParty,2,20201.7
Coastal Cement Corp.,"COASTAL CEMENT CORPORATION
36 DRYDOCK AVE. #1, BOSTONMA 02210, US, TE803-809-4552",Consignee→NotifyParty,2,20201.7
Mitsubishi Corporation,"JOHN S JAMES CO.
550 E Carson Plaza Dr, Carson, California, 90746, United States",Consignee→NotifyParty,4,20200.0
Tenaris Bay City,"AXIOM WORDWIDE LOGISTIX INC
545 PLAZA VERDE DR. SUITE 100, HOUSTON, TX 77038, USAIMP@AXIOMWWL.COM",Consignee→NotifyParty,1,20178.29
Dalmine S.P.A.,"AXIOM WORDWIDE LOGISTIX INC
545 PLAZA VERDE DR. SUITE 100, HOUSTON, TX 77038, USAIMP@AXIOMWWL.COM",Shipper→NotifyParty,1,20178.29
Pt Sari Dumai Sejati,"BUNGE LODERS CROKLAAN
24708 W. DURKEE ROAD, CHANNAHON IL60410 US",Shipper→NotifyParty,15,20150.0
Eneos Corp.,"ENEOS AMERICAS INC
20 N MARTINGALE RD 325 SCHAUMBURG, IL 60173 USA",Shipper→NotifyParty,2,20148.4
Eneos Americas Inc.,"ENEOS AMERICAS INC
20 N MARTINGALE RD 325 SCHAUMBURG, IL 60173 USA",Consignee→NotifyParty,2,20148.4
Amalie Oil,"Amalie Oil Company
1601, McCloskey Boulevard, Tampa, Florida, 33605, United States",Consignee→NotifyParty,4,20138.010000000002
Biodiesel Bilbao S.L.,"GREENAMERICA BIOFUELS LLC
20 GREENWAY PLAZA SUITE 300, HOUSTON, TEXAS 77046 USA",Shipper→NotifyParty,2,20128.2
Green America Biofuels Llc,"GREENAMERICA BIOFUELS LLC
20 GREENWAY PLAZA SUITE 300, HOUSTON, TEXAS 77046 USA",Consignee→NotifyParty,2,20128.2
Vallourec Solucoes Tubulares Do,"JAS FORWARDING USA INC
5676 N SAM HOUSTON, PARKWAY E HOUSTON TEXAS 77032, EMAIL:US-IAH-CUSTOMS@JAS.COM",Shipper→NotifyParty,196,20121.88
Alunorte Alumina Do Norte Do,"SOUTHERN IONICS
P.O.DRAWER 1217, 579 COMMERCE ST, WEST POINT, MS 39773",Shipper→NotifyParty,2,20113.35
Southern Ionics,"SOUTHERN IONICS
P.O.DRAWER 1217, 579 COMMERCE ST, WEST POINT, MS 39773",Consignee→NotifyParty,2,20113.35
Magni Telescopic Handlers Srl,"FALCON MARITIME & AVIATION
159-11 ROCKAWAY BLVD, JAMAICA, NY 11434, P: 718.723.3816 X3 E: IMPORT@FALCON, JAMAICA NY 11434 US",Shipper→NotifyParty,118,20110.22
"Vsp Enterprises Pvt., Ltd.","V. ALEXANDER AND CO., INC.
22, Century Boulevard, Nashville, Tennessee, 37214, United States",Shipper→NotifyParty,29,20109.9
"Vsp Enterprises Pvt., Ltd.",Gamechanga Solar Corp.,Shipper→Consignee,29,20109.9
